image_id,category,method,candidate,x,y,right,bottom,native_x,native_y,native_right,native_bottom
546ff008627482c4c8df8e5e,chewinggum,mixed8,3,384,230,512,358,1006,502,1342,782
546ff008627482c4c8df8e5e,chewinggum,mixed8,4,64,64,192,192,167,139,504,420
546ff008627482c4c8df8e5e,chewinggum,mixed8,5,320,64,448,192,838,139,1175,420
546ff008627482c4c8df8e5e,chewinggum,mixed8,6,64,320,192,448,167,698,504,979
546ff008627482c4c8df8e5e,chewinggum,mixed8,7,320,320,448,448,838,698,1175,979
550d24c52247875e84fee4c5,chewinggum,top8,0,178,220,306,348,466,480,803,760
550d24c52247875e84fee4c5,chewinggum,top8,1,113,205,241,333,296,447,632,728
550d24c52247875e84fee4c5,chewinggum,top8,2,156,285,284,413,408,622,745,902
550d24c52247875e84fee4c5,chewinggum,top8,3,314,171,442,299,823,373,1159,653
550d24c52247875e84fee4c5,chewinggum,top8,4,214,155,342,283,560,338,897,618
550d24c52247875e84fee4c5,chewinggum,top8,5,236,309,364,437,618,674,955,955
550d24c52247875e84fee4c5,chewinggum,top8,6,93,72,221,200,243,157,580,437
550d24c52247875e84fee4c5,chewinggum,top8,7,48,179,176,307,125,390,462,671
550d24c52247875e84fee4c5,chewinggum,grid8,0,0,64,128,192,0,139,336,420
550d24c52247875e84fee4c5,chewinggum,grid8,1,128,64,256,192,335,139,671,420
550d24c52247875e84fee4c5,chewinggum,grid8,2,256,64,384,192,671,139,1007,420
550d24c52247875e84fee4c5,chewinggum,grid8,3,384,64,512,192,1006,139,1342,420
550d24c52247875e84fee4c5,chewinggum,grid8,4,0,320,128,448,0,698,336,979
550d24c52247875e84fee4c5,chewinggum,grid8,5,128,320,256,448,335,698,671,979
550d24c52247875e84fee4c5,chewinggum,grid8,6,256,320,384,448,671,698,1007,979
550d24c52247875e84fee4c5,chewinggum,grid8,7,384,320,512,448,1006,698,1342,979
550d24c52247875e84fee4c5,chewinggum,mixed8,0,178,220,306,348,466,480,803,760
550d24c52247875e84fee4c5,chewinggum,mixed8,1,113,205,241,333,296,447,632,728
550d24c52247875e84fee4c5,chewinggum,mixed8,2,156,285,284,413,408,622,745,902
550d24c52247875e84fee4c5,chewinggum,mixed8,3,314,171,442,299,823,373,1159,653
550d24c52247875e84fee4c5,chewinggum,mixed8,4,64,64,192,192,167,139,504,420
550d24c52247875e84fee4c5,chewinggum,mixed8,5,320,64,448,192,838,139,1175,420
550d24c52247875e84fee4c5,chewinggum,mixed8,6,64,320,192,448,167,698,504,979
550d24c52247875e84fee4c5,chewinggum,mixed8,7,320,320,448,448,838,698,1175,979
5528724a08314d2a3ba2af8c,chewinggum,top8,0,338,300,466,428,885,655,1222,935
5528724a08314d2a3ba2af8c,chewinggum,top8,1,273,346,401,474,715,755,1052,1036
5528724a08314d2a3ba2af8c,chewinggum,top8,2,336,100,464,228,880,218,1217,498
5528724a08314d2a3ba2af8c,chewinggum,top8,3,384,50,512,178,1006,109,1342,389
5528724a08314d2a3ba2af8c,chewinggum,top8,4,56,59,184,187,146,128,483,409
5528724a08314d2a3ba2af8c,chewinggum,top8,5,187,348,315,476,490,759,826,1040
5528724a08314d2a3ba2af8c,chewinggum,top8,6,44,124,172,252,115,270,451,551
5528724a08314d2a3ba2af8c,chewinggum,top8,7,0,217,128,345,0,473,336,754
5528724a08314d2a3ba2af8c,chewinggum,grid8,0,0,64,128,192,0,139,336,420
5528724a08314d2a3ba2af8c,chewinggum,grid8,1,128,64,256,192,335,139,671,420
5528724a08314d2a3ba2af8c,chewinggum,grid8,2,256,64,384,192,671,139,1007,420
5528724a08314d2a3ba2af8c,chewinggum,grid8,3,384,64,512,192,1006,139,1342,420
5528724a08314d2a3ba2af8c,chewinggum,grid8,4,0,320,128,448,0,698,336,979
5528724a08314d2a3ba2af8c,chewinggum,grid8,5,128,320,256,448,335,698,671,979
5528724a08314d2a3ba2af8c,chewinggum,grid8,6,256,320,384,448,671,698,1007,979
5528724a08314d2a3ba2af8c,chewinggum,grid8,7,384,320,512,448,1006,698,1342,979
5528724a08314d2a3ba2af8c,chewinggum,mixed8,0,338,300,466,428,885,655,1222,935
5528724a08314d2a3ba2af8c,chewinggum,mixed8,1,273,346,401,474,715,755,1052,1036
5528724a08314d2a3ba2af8c,chewinggum,mixed8,2,336,100,464,228,880,218,1217,498
5528724a08314d2a3ba2af8c,chewinggum,mixed8,3,384,50,512,178,1006,109,1342,389
5528724a08314d2a3ba2af8c,chewinggum,mixed8,4,64,64,192,192,167,139,504,420
5528724a08314d2a3ba2af8c,chewinggum,mixed8,5,320,64,448,192,838,139,1175,420
5528724a08314d2a3ba2af8c,chewinggum,mixed8,6,64,320,192,448,167,698,504,979
5528724a08314d2a3ba2af8c,chewinggum,mixed8,7,0,0,128,128,0,0,336,280
55aff87e0262bc5e90547415,chewinggum,top8,0,319,68,447,196,836,148,1172,428
55aff87e0262bc5e90547415,chewinggum,top8,1,0,183,128,311,0,399,336,680
55aff87e0262bc5e90547415,chewinggum,top8,2,384,110,512,238,1006,240,1342,520
55aff87e0262bc5e90547415,chewinggum,top8,3,372,217,500,345,975,473,1311,754
55aff87e0262bc5e90547415,chewinggum,top8,4,0,0,128,128,0,0,336,280
55aff87e0262bc5e90547415,chewinggum,top8,5,302,352,430,480,791,768,1128,1049
55aff87e0262bc5e90547415,chewinggum,top8,6,4,287,132,415,10,626,346,907
55aff87e0262bc5e90547415,chewinggum,top8,7,30,67,158,195,78,146,415,426
55aff87e0262bc5e90547415,chewinggum,grid8,0,0,64,128,192,0,139,336,420
55aff87e0262bc5e90547415,chewinggum,grid8,1,128,64,256,192,335,139,671,420
55aff87e0262bc5e90547415,chewinggum,grid8,2,256,64,384,192,671,139,1007,420
55aff87e0262bc5e90547415,chewinggum,grid8,3,384,64,512,192,1006,139,1342,420
55aff87e0262bc5e90547415,chewinggum,grid8,4,0,320,128,448,0,698,336,979
55aff87e0262bc5e90547415,chewinggum,grid8,5,128,320,256,448,335,698,671,979
55aff87e0262bc5e90547415,chewinggum,grid8,6,256,320,384,448,671,698,1007,979
55aff87e0262bc5e90547415,chewinggum,grid8,7,384,320,512,448,1006,698,1342,979
55aff87e0262bc5e90547415,chewinggum,mixed8,0,319,68,447,196,836,148,1172,428
55aff87e0262bc5e90547415,chewinggum,mixed8,1,0,183,128,311,0,399,336,680
55aff87e0262bc5e90547415,chewinggum,mixed8,2,384,110,512,238,1006,240,1342,520
55aff87e0262bc5e90547415,chewinggum,mixed8,3,372,217,500,345,975,473,1311,754
55aff87e0262bc5e90547415,chewinggum,mixed8,4,64,64,192,192,167,139,504,420
55aff87e0262bc5e90547415,chewinggum,mixed8,5,64,320,192,448,167,698,504,979
55aff87e0262bc5e90547415,chewinggum,mixed8,6,320,320,448,448,838,698,1175,979
55aff87e0262bc5e90547415,chewinggum,mixed8,7,0,0,128,128,0,0,336,280
55ffe1213acac57a90248c8a,chewinggum,top8,0,257,231,385,359,673,504,1010,784
55ffe1213acac57a90248c8a,chewinggum,top8,1,192,217,320,345,503,473,839,754
55ffe1213acac57a90248c8a,chewinggum,top8,2,6,181,134,309,15,395,352,675
55ffe1213acac57a90248c8a,chewinggum,top8,3,123,143,251,271,322,312,658,592
55ffe1213acac57a90248c8a,chewinggum,top8,4,282,166,410,294,739,362,1075,642
55ffe1213acac57a90248c8a,chewinggum,top8,5,237,0,365,128,621,0,957,280
55ffe1213acac57a90248c8a,chewinggum,top8,6,54,115,182,243,141,251,478,531
55ffe1213acac57a90248c8a,chewinggum,top8,7,322,231,450,359,843,504,1180,784
55ffe1213acac57a90248c8a,chewinggum,grid8,0,0,64,128,192,0,139,336,420
55ffe1213acac57a90248c8a,chewinggum,grid8,1,128,64,256,192,335,139,671,420
55ffe1213acac57a90248c8a,chewinggum,grid8,2,256,64,384,192,671,139,1007,420
55ffe1213acac57a90248c8a,chewinggum,grid8,3,384,64,512,192,1006,139,1342,420
55ffe1213acac57a90248c8a,chewinggum,grid8,4,0,320,128,448,0,698,336,979
55ffe1213acac57a90248c8a,chewinggum,grid8,5,128,320,256,448,335,698,671,979
55ffe1213acac57a90248c8a,chewinggum,grid8,6,256,320,384,448,671,698,1007,979
55ffe1213acac57a90248c8a,chewinggum,grid8,7,384,320,512,448,1006,698,1342,979
55ffe1213acac57a90248c8a,chewinggum,mixed8,0,257,231,385,359,673,504,1010,784
55ffe1213acac57a90248c8a,chewinggum,mixed8,1,192,217,320,345,503,473,839,754
55ffe1213acac57a90248c8a,chewinggum,mixed8,2,6,181,134,309,15,395,352,675
55ffe1213acac57a90248c8a,chewinggum,mixed8,3,123,143,251,271,322,312,658,592
55ffe1213acac57a90248c8a,chewinggum,mixed8,4,64,64,192,192,167,139,504,420
55ffe1213acac57a90248c8a,chewinggum,mixed8,5,320,64,448,192,838,139,1175,420
55ffe1213acac57a90248c8a,chewinggum,mixed8,6,64,320,192,448,167,698,504,979
55ffe1213acac57a90248c8a,chewinggum,mixed8,7,320,320,448,448,838,698,1175,979
561536eeb0f5c771fea6dada,chewinggum,top8,0,0,0,128,128,0,0,336,280
561536eeb0f5c771fea6dada,chewinggum,top8,1,339,96,467,224,888,209,1225,490
561536eeb0f5c771fea6dada,chewinggum,top8,2,49,357,177,485,128,779,464,1060
561536eeb0f5c771fea6dada,chewinggum,top8,3,384,143,512,271,1006,312,1342,592
561536eeb0f5c771fea6dada,chewinggum,top8,4,0,132,128,260,0,288,336,568
561536eeb0f5c771fea6dada,chewinggum,top8,5,0,383,128,511,0,836,336,1116
561536eeb0f5c771fea6dada,chewinggum,top8,6,372,384,500,512,975,838,1311,1118
561536eeb0f5c771fea6dada,chewinggum,top8,7,384,217,512,345,1006,473,1342,754
561536eeb0f5c771fea6dada,chewinggum,grid8,0,0,64,128,192,0,139,336,420
561536eeb0f5c771fea6dada,chewinggum,grid8,1,128,64,256,192,335,139,671,420
561536eeb0f5c771fea6dada,chewinggum,grid8,2,256,64,384,192,671,139,1007,420
561536eeb0f5c771fea6dada,chewinggum,grid8,3,384,64,512,192,1006,139,1342,420
561536eeb0f5c771fea6dada,chewinggum,grid8,4,0,320,128,448,0,698,336,979
561536eeb0f5c771fea6dada,chewinggum,grid8,5,128,320,256,448,335,698,671,979
561536eeb0f5c771fea6dada,chewinggum,grid8,6,256,320,384,448,671,698,1007,979
561536eeb0f5c771fea6dada,chewinggum,grid8,7,384,320,512,448,1006,698,1342,979
561536eeb0f5c771fea6dada,chewinggum,mixed8,0,0,0,128,128,0,0,336,280
561536eeb0f5c771fea6dada,chewinggum,mixed8,1,339,96,467,224,888,209,1225,490
561536eeb0f5c771fea6dada,chewinggum,mixed8,2,49,357,177,485,128,779,464,1060
561536eeb0f5c771fea6dada,chewinggum,mixed8,3,384,143,512,271,1006,312,1342,592
561536eeb0f5c771fea6dada,chewinggum,mixed8,4,64,64,192,192,167,139,504,420
561536eeb0f5c771fea6dada,chewinggum,mixed8,5,320,64,448,192,838,139,1175,420
561536eeb0f5c771fea6dada,chewinggum,mixed8,6,64,320,192,448,167,698,504,979
561536eeb0f5c771fea6dada,chewinggum,mixed8,7,320,320,448,448,838,698,1175,979
57c2ecd0a96379ea0c7060fd,chewinggum,top8,0,176,168,304,296,461,366,797,647
57c2ecd0a96379ea0c7060fd,chewinggum,top8,1,241,163,369,291,631,355,968,636
57c2ecd0a96379ea0c7060fd,chewinggum,top8,2,373,155,501,283,977,338,1314,618
57c2ecd0a96379ea0c7060fd,chewinggum,top8,3,0,192,128,320,0,419,336,699
57c2ecd0a96379ea0c7060fd,chewinggum,top8,4,384,89,512,217,1006,194,1342,474
57c2ecd0a96379ea0c7060fd,chewinggum,top8,5,301,356,429,484,788,777,1125,1057
57c2ecd0a96379ea0c7060fd,chewinggum,top8,6,213,233,341,361,558,508,894,789
57c2ecd0a96379ea0c7060fd,chewinggum,top8,7,68,355,196,483,178,775,514,1055
57c2ecd0a96379ea0c7060fd,chewinggum,grid8,0,0,64,128,192,0,139,336,420
57c2ecd0a96379ea0c7060fd,chewinggum,grid8,1,128,64,256,192,335,139,671,420
57c2ecd0a96379ea0c7060fd,chewinggum,grid8,2,256,64,384,192,671,139,1007,420
57c2ecd0a96379ea0c7060fd,chewinggum,grid8,3,384,64,512,192,1006,139,1342,420
57c2ecd0a96379ea0c7060fd,chewinggum,grid8,4,0,320,128,448,0,698,336,979
57c2ecd0a96379ea0c7060fd,chewinggum,grid8,5,128,320,256,448,335,698,671,979
57c2ecd0a96379ea0c7060fd,chewinggum,grid8,6,256,320,384,448,671,698,1007,979
57c2ecd0a96379ea0c7060fd,chewinggum,grid8,7,384,320,512,448,1006,698,1342,979
57c2ecd0a96379ea0c7060fd,chewinggum,mixed8,0,176,168,304,296,461,366,797,647
57c2ecd0a96379ea0c7060fd,chewinggum,mixed8,1,241,163,369,291,631,355,968,636
57c2ecd0a96379ea0c7060fd,chewinggum,mixed8,2,373,155,501,283,977,338,1314,618
57c2ecd0a96379ea0c7060fd,chewinggum,mixed8,3,0,192,128,320,0,419,336,699
57c2ecd0a96379ea0c7060fd,chewinggum,mixed8,4,64,64,192,192,167,139,504,420
57c2ecd0a96379ea0c7060fd,chewinggum,mixed8,5,320,64,448,192,838,139,1175,420
57c2ecd0a96379ea0c7060fd,chewinggum,mixed8,6,64,320,192,448,167,698,504,979
57c2ecd0a96379ea0c7060fd,chewinggum,mixed8,7,320,320,448,448,838,698,1175,979
594811ad03538d5f3e534da8,chewinggum,top8,0,118,274,246,402,309,598,645,878
594811ad03538d5f3e534da8,chewinggum,top8,1,100,197,228,325,262,430,598,710
594811ad03538d5f3e534da8,chewinggum,top8,2,165,209,293,337,432,456,768,736
594811ad03538d5f3e534da8,chewinggum,top8,3,384,147,512,275,1006,320,1342,601
594811ad03538d5f3e534da8,chewinggum,top8,4,384,0,512,128,1006,0,1342,280
594811ad03538d5f3e534da8,chewinggum,top8,5,351,180,479,308,920,393,1256,673
594811ad03538d5f3e534da8,chewinggum,top8,6,53,262,181,390,138,572,475,852
594811ad03538d5f3e534da8,chewinggum,top8,7,384,279,512,407,1006,609,1342,889
594811ad03538d5f3e534da8,chewinggum,grid8,0,0,64,128,192,0,139,336,420
594811ad03538d5f3e534da8,chewinggum,grid8,1,128,64,256,192,335,139,671,420
594811ad03538d5f3e534da8,chewinggum,grid8,2,256,64,384,192,671,139,1007,420
594811ad03538d5f3e534da8,chewinggum,grid8,3,384,64,512,192,1006,139,1342,420
594811ad03538d5f3e534da8,chewinggum,grid8,4,0,320,128,448,0,698,336,979
594811ad03538d5f3e534da8,chewinggum,grid8,5,128,320,256,448,335,698,671,979
594811ad03538d5f3e534da8,chewinggum,grid8,6,256,320,384,448,671,698,1007,979
594811ad03538d5f3e534da8,chewinggum,grid8,7,384,320,512,448,1006,698,1342,979
594811ad03538d5f3e534da8,chewinggum,mixed8,0,118,274,246,402,309,598,645,878
594811ad03538d5f3e534da8,chewinggum,mixed8,1,100,197,228,325,262,430,598,710
594811ad03538d5f3e534da8,chewinggum,mixed8,2,165,209,293,337,432,456,768,736
594811ad03538d5f3e534da8,chewinggum,mixed8,3,384,147,512,275,1006,320,1342,601
594811ad03538d5f3e534da8,chewinggum,mixed8,4,64,64,192,192,167,139,504,420
594811ad03538d5f3e534da8,chewinggum,mixed8,5,320,64,448,192,838,139,1175,420
594811ad03538d5f3e534da8,chewinggum,mixed8,6,64,320,192,448,167,698,504,979
594811ad03538d5f3e534da8,chewinggum,mixed8,7,320,320,448,448,838,698,1175,979
5a718058dd7c07faaa443c80,chewinggum,top8,0,0,384,128,512,0,838,336,1118
5a718058dd7c07faaa443c80,chewinggum,top8,1,53,105,181,233,138,229,475,509
5a718058dd7c07faaa443c80,chewinggum,top8,2,23,279,151,407,60,609,396,889
5a718058dd7c07faaa443c80,chewinggum,top8,3,0,40,128,168,0,87,336,367
5a718058dd7c07faaa443c80,chewinggum,top8,4,381,165,509,293,998,360,1335,640
5a718058dd7c07faaa443c80,chewinggum,top8,5,84,31,212,159,220,67,556,348
5a718058dd7c07faaa443c80,chewinggum,top8,6,0,116,128,244,0,253,336,533
5a718058dd7c07faaa443c80,chewinggum,top8,7,365,271,493,399,956,591,1293,872
5a718058dd7c07faaa443c80,chewinggum,grid8,0,0,64,128,192,0,139,336,420
5a718058dd7c07faaa443c80,chewinggum,grid8,1,128,64,256,192,335,139,671,420
5a718058dd7c07faaa443c80,chewinggum,grid8,2,256,64,384,192,671,139,1007,420
5a718058dd7c07faaa443c80,chewinggum,grid8,3,384,64,512,192,1006,139,1342,420
5a718058dd7c07faaa443c80,chewinggum,grid8,4,0,320,128,448,0,698,336,979
5a718058dd7c07faaa443c80,chewinggum,grid8,5,128,320,256,448,335,698,671,979
5a718058dd7c07faaa443c80,chewinggum,grid8,6,256,320,384,448,671,698,1007,979
5a718058dd7c07faaa443c80,chewinggum,grid8,7,384,320,512,448,1006,698,1342,979
5a718058dd7c07faaa443c80,chewinggum,mixed8,0,0,384,128,512,0,838,336,1118
5a718058dd7c07faaa443c80,chewinggum,mixed8,1,53,105,181,233,138,229,475,509
5a718058dd7c07faaa443c80,chewinggum,mixed8,2,23,279,151,407,60,609,396,889
5a718058dd7c07faaa443c80,chewinggum,mixed8,3,0,40,128,168,0,87,336,367
5a718058dd7c07faaa443c80,chewinggum,mixed8,4,64,64,192,192,167,139,504,420
5a718058dd7c07faaa443c80,chewinggum,mixed8,5,320,64,448,192,838,139,1175,420
5a718058dd7c07faaa443c80,chewinggum,mixed8,6,64,320,192,448,167,698,504,979
5a718058dd7c07faaa443c80,chewinggum,mixed8,7,320,320,448,448,838,698,1175,979
5adeb3e51cd2592ede1e6f48,chewinggum,top8,0,161,236,289,364,421,515,758,795
5adeb3e51cd2592ede1e6f48,chewinggum,top8,1,95,259,223,387,249,565,585,846
5adeb3e51cd2592ede1e6f48,chewinggum,top8,2,291,146,419,274,762,318,1099,599
5adeb3e51cd2592ede1e6f48,chewinggum,top8,3,226,250,354,378,592,545,928,826
5adeb3e51cd2592ede1e6f48,chewinggum,top8,4,76,146,204,274,199,318,535,599
5adeb3e51cd2592ede1e6f48,chewinggum,top8,5,216,171,344,299,566,373,902,653
5adeb3e51cd2592ede1e6f48,chewinggum,top8,6,99,81,227,209,259,176,595,457
5adeb3e51cd2592ede1e6f48,chewinggum,top8,7,356,155,484,283,933,338,1269,618
5adeb3e51cd2592ede1e6f48,chewinggum,grid8,0,0,64,128,192,0,139,336,420
5adeb3e51cd2592ede1e6f48,chewinggum,grid8,1,128,64,256,192,335,139,671,420
5adeb3e51cd2592ede1e6f48,chewinggum,grid8,2,256,64,384,192,671,139,1007,420
5adeb3e51cd2592ede1e6f48,chewinggum,grid8,3,384,64,512,192,1006,139,1342,420
5adeb3e51cd2592ede1e6f48,chewinggum,grid8,4,0,320,128,448,0,698,336,979
5adeb3e51cd2592ede1e6f48,chewinggum,grid8,5,128,320,256,448,335,698,671,979
5adeb3e51cd2592ede1e6f48,chewinggum,grid8,6,256,320,384,448,671,698,1007,979
5adeb3e51cd2592ede1e6f48,chewinggum,grid8,7,384,320,512,448,1006,698,1342,979
5adeb3e51cd2592ede1e6f48,chewinggum,mixed8,0,161,236,289,364,421,515,758,795
5adeb3e51cd2592ede1e6f48,chewinggum,mixed8,1,95,259,223,387,249,565,585,846
5adeb3e51cd2592ede1e6f48,chewinggum,mixed8,2,291,146,419,274,762,318,1099,599
5adeb3e51cd2592ede1e6f48,chewinggum,mixed8,3,226,250,354,378,592,545,928,826
5adeb3e51cd2592ede1e6f48,chewinggum,mixed8,4,64,64,192,192,167,139,504,420
5adeb3e51cd2592ede1e6f48,chewinggum,mixed8,5,320,64,448,192,838,139,1175,420
5adeb3e51cd2592ede1e6f48,chewinggum,mixed8,6,64,320,192,448,167,698,504,979
5adeb3e51cd2592ede1e6f48,chewinggum,mixed8,7,320,320,448,448,838,698,1175,979
5ecd4be6a68581edcdb39434,chewinggum,top8,0,70,303,198,431,183,661,519,942
5ecd4be6a68581edcdb39434,chewinggum,top8,1,36,174,164,302,94,379,430,660
5ecd4be6a68581edcdb39434,chewinggum,top8,2,384,0,512,128,1006,0,1342,280
5ecd4be6a68581edcdb39434,chewinggum,top8,3,135,352,263,480,353,768,690,1049
5ecd4be6a68581edcdb39434,chewinggum,top8,4,234,170,362,298,613,371,949,651
5ecd4be6a68581edcdb39434,chewinggum,top8,5,381,252,509,380,998,550,1335,830
5ecd4be6a68581edcdb39434,chewinggum,top8,6,384,88,512,216,1006,192,1342,472
5ecd4be6a68581edcdb39434,chewinggum,top8,7,275,59,403,187,720,128,1057,409
5ecd4be6a68581edcdb39434,chewinggum,grid8,0,0,64,128,192,0,139,336,420
5ecd4be6a68581edcdb39434,chewinggum,grid8,1,128,64,256,192,335,139,671,420
5ecd4be6a68581edcdb39434,chewinggum,grid8,2,256,64,384,192,671,139,1007,420
5ecd4be6a68581edcdb39434,chewinggum,grid8,3,384,64,512,192,1006,139,1342,420
5ecd4be6a68581edcdb39434,chewinggum,grid8,4,0,320,128,448,0,698,336,979
5ecd4be6a68581edcdb39434,chewinggum,grid8,5,128,320,256,448,335,698,671,979
5ecd4be6a68581edcdb39434,chewinggum,grid8,6,256,320,384,448,671,698,1007,979
5ecd4be6a68581edcdb39434,chewinggum,grid8,7,384,320,512,448,1006,698,1342,979
5ecd4be6a68581edcdb39434,chewinggum,mixed8,0,70,303,198,431,183,661,519,942
5ecd4be6a68581edcdb39434,chewinggum,mixed8,1,36,174,164,302,94,379,430,660
5ecd4be6a68581edcdb39434,chewinggum,mixed8,2,384,0,512,128,1006,0,1342,280
5ecd4be6a68581edcdb39434,chewinggum,mixed8,3,135,352,263,480,353,768,690,1049
5ecd4be6a68581edcdb39434,chewinggum,mixed8,4,64,64,192,192,167,139,504,420
5ecd4be6a68581edcdb39434,chewinggum,mixed8,5,320,64,448,192,838,139,1175,420
5ecd4be6a68581edcdb39434,chewinggum,mixed8,6,320,320,448,448,838,698,1175,979
5ecd4be6a68581edcdb39434,chewinggum,mixed8,7,0,0,128,128,0,0,336,280
628d52de4893ab48b55425e2,chewinggum,top8,0,187,232,315,360,490,506,826,787
628d52de4893ab48b55425e2,chewinggum,top8,1,292,172,420,300,765,375,1101,656
628d52de4893ab48b55425e2,chewinggum,top8,2,122,224,250,352,319,489,656,769
628d52de4893ab48b55425e2,chewinggum,top8,3,195,297,323,425,511,648,847,929
628d52de4893ab48b55425e2,chewinggum,top8,4,191,384,319,512,500,838,837,1118
628d52de4893ab48b55425e2,chewinggum,top8,5,325,107,453,235,851,233,1188,514
628d52de4893ab48b55425e2,chewinggum,top8,6,219,167,347,295,574,364,910,645
628d52de4893ab48b55425e2,chewinggum,top8,7,0,258,128,386,0,563,336,843
628d52de4893ab48b55425e2,chewinggum,grid8,0,0,64,128,192,0,139,336,420
628d52de4893ab48b55425e2,chewinggum,grid8,1,128,64,256,192,335,139,671,420
628d52de4893ab48b55425e2,chewinggum,grid8,2,256,64,384,192,671,139,1007,420
628d52de4893ab48b55425e2,chewinggum,grid8,3,384,64,512,192,1006,139,1342,420
628d52de4893ab48b55425e2,chewinggum,grid8,4,0,320,128,448,0,698,336,979
628d52de4893ab48b55425e2,chewinggum,grid8,5,128,320,256,448,335,698,671,979
628d52de4893ab48b55425e2,chewinggum,grid8,6,256,320,384,448,671,698,1007,979
628d52de4893ab48b55425e2,chewinggum,grid8,7,384,320,512,448,1006,698,1342,979
628d52de4893ab48b55425e2,chewinggum,mixed8,0,187,232,315,360,490,506,826,787
628d52de4893ab48b55425e2,chewinggum,mixed8,1,292,172,420,300,765,375,1101,656
628d52de4893ab48b55425e2,chewinggum,mixed8,2,122,224,250,352,319,489,656,769
628d52de4893ab48b55425e2,chewinggum,mixed8,3,195,297,323,425,511,648,847,929
628d52de4893ab48b55425e2,chewinggum,mixed8,4,64,64,192,192,167,139,504,420
628d52de4893ab48b55425e2,chewinggum,mixed8,5,320,64,448,192,838,139,1175,420
628d52de4893ab48b55425e2,chewinggum,mixed8,6,64,320,192,448,167,698,504,979
628d52de4893ab48b55425e2,chewinggum,mixed8,7,320,320,448,448,838,698,1175,979
643858384b2d2c8254ef5be0,chewinggum,top8,0,0,384,128,512,0,838,336,1118
643858384b2d2c8254ef5be0,chewinggum,top8,1,0,244,128,372,0,532,336,813
643858384b2d2c8254ef5be0,chewinggum,top8,2,27,60,155,188,70,131,407,411
643858384b2d2c8254ef5be0,chewinggum,top8,3,323,61,451,189,846,133,1183,413
643858384b2d2c8254ef5be0,chewinggum,top8,4,76,324,204,452,199,707,535,987
643858384b2d2c8254ef5be0,chewinggum,top8,5,0,153,128,281,0,334,336,614
643858384b2d2c8254ef5be0,chewinggum,top8,6,258,27,386,155,676,58,1012,339
643858384b2d2c8254ef5be0,chewinggum,top8,7,384,340,512,468,1006,742,1342,1022
643858384b2d2c8254ef5be0,chewinggum,grid8,0,0,64,128,192,0,139,336,420
643858384b2d2c8254ef5be0,chewinggum,grid8,1,128,64,256,192,335,139,671,420
643858384b2d2c8254ef5be0,chewinggum,grid8,2,256,64,384,192,671,139,1007,420
643858384b2d2c8254ef5be0,chewinggum,grid8,3,384,64,512,192,1006,139,1342,420
643858384b2d2c8254ef5be0,chewinggum,grid8,4,0,320,128,448,0,698,336,979
643858384b2d2c8254ef5be0,chewinggum,grid8,5,128,320,256,448,335,698,671,979
643858384b2d2c8254ef5be0,chewinggum,grid8,6,256,320,384,448,671,698,1007,979
643858384b2d2c8254ef5be0,chewinggum,grid8,7,384,320,512,448,1006,698,1342,979
643858384b2d2c8254ef5be0,chewinggum,mixed8,0,0,384,128,512,0,838,336,1118
643858384b2d2c8254ef5be0,chewinggum,mixed8,1,0,244,128,372,0,532,336,813
643858384b2d2c8254ef5be0,chewinggum,mixed8,2,27,60,155,188,70,131,407,411
643858384b2d2c8254ef5be0,chewinggum,mixed8,3,323,61,451,189,846,133,1183,413
643858384b2d2c8254ef5be0,chewinggum,mixed8,4,64,320,192,448,167,698,504,979
643858384b2d2c8254ef5be0,chewinggum,mixed8,5,320,320,448,448,838,698,1175,979
643858384b2d2c8254ef5be0,chewinggum,mixed8,6,0,0,128,128,0,0,336,280
643858384b2d2c8254ef5be0,chewinggum,mixed8,7,128,0,256,128,335,0,671,280
678f6a5b1c4cb06377ba65ff,chewinggum,top8,0,238,283,366,411,623,617,960,898
678f6a5b1c4cb06377ba65ff,chewinggum,top8,1,0,227,128,355,0,495,336,776
678f6a5b1c4cb06377ba65ff,chewinggum,top8,2,384,124,512,252,1006,270,1342,551
678f6a5b1c4cb06377ba65ff,chewinggum,top8,3,50,93,178,221,131,203,467,483
678f6a5b1c4cb06377ba65ff,chewinggum,top8,4,0,87,128,215,0,189,336,470
678f6a5b1c4cb06377ba65ff,chewinggum,top8,5,384,384,512,512,1006,838,1342,1118
678f6a5b1c4cb06377ba65ff,chewinggum,top8,6,0,346,128,474,0,755,336,1036
678f6a5b1c4cb06377ba65ff,chewinggum,top8,7,249,218,377,346,652,476,989,756
678f6a5b1c4cb06377ba65ff,chewinggum,grid8,0,0,64,128,192,0,139,336,420
678f6a5b1c4cb06377ba65ff,chewinggum,grid8,1,128,64,256,192,335,139,671,420
678f6a5b1c4cb06377ba65ff,chewinggum,grid8,2,256,64,384,192,671,139,1007,420
678f6a5b1c4cb06377ba65ff,chewinggum,grid8,3,384,64,512,192,1006,139,1342,420
678f6a5b1c4cb06377ba65ff,chewinggum,grid8,4,0,320,128,448,0,698,336,979
678f6a5b1c4cb06377ba65ff,chewinggum,grid8,5,128,320,256,448,335,698,671,979
678f6a5b1c4cb06377ba65ff,chewinggum,grid8,6,256,320,384,448,671,698,1007,979
678f6a5b1c4cb06377ba65ff,chewinggum,grid8,7,384,320,512,448,1006,698,1342,979
