dataset,category,defect_type,image_path,generic_prompt,category_aware_prompt,manufacturing_aware_prompt,normal_prompt,manufacturing_processes,inspection_focus,possible_causes,material_or_surface,object_type
MVTecAD,screw,scratch_head,datasets/MVTecAD/screw/test/scratch_head/001.png,"a photo of an industrial defect: scratch_head, showing a thin line-like surface damage or abrasion","a photo of a defective metal screw with scratch_head, showing a thin line-like surface damage or abrasion","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is scratch_head. The visual evidence may include a thin line-like surface damage or abrasion. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,scratch_head,datasets/MVTecAD/screw/test/scratch_head/002.png,"a photo of an industrial defect: scratch_head, showing a thin line-like surface damage or abrasion","a photo of a defective metal screw with scratch_head, showing a thin line-like surface damage or abrasion","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is scratch_head. The visual evidence may include a thin line-like surface damage or abrasion. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,scratch_head,datasets/MVTecAD/screw/test/scratch_head/003.png,"a photo of an industrial defect: scratch_head, showing a thin line-like surface damage or abrasion","a photo of a defective metal screw with scratch_head, showing a thin line-like surface damage or abrasion","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is scratch_head. The visual evidence may include a thin line-like surface damage or abrasion. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,scratch_head,datasets/MVTecAD/screw/test/scratch_head/004.png,"a photo of an industrial defect: scratch_head, showing a thin line-like surface damage or abrasion","a photo of a defective metal screw with scratch_head, showing a thin line-like surface damage or abrasion","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is scratch_head. The visual evidence may include a thin line-like surface damage or abrasion. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,scratch_head,datasets/MVTecAD/screw/test/scratch_head/005.png,"a photo of an industrial defect: scratch_head, showing a thin line-like surface damage or abrasion","a photo of a defective metal screw with scratch_head, showing a thin line-like surface damage or abrasion","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is scratch_head. The visual evidence may include a thin line-like surface damage or abrasion. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,scratch_head,datasets/MVTecAD/screw/test/scratch_head/006.png,"a photo of an industrial defect: scratch_head, showing a thin line-like surface damage or abrasion","a photo of a defective metal screw with scratch_head, showing a thin line-like surface damage or abrasion","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is scratch_head. The visual evidence may include a thin line-like surface damage or abrasion. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,scratch_head,datasets/MVTecAD/screw/test/scratch_head/007.png,"a photo of an industrial defect: scratch_head, showing a thin line-like surface damage or abrasion","a photo of a defective metal screw with scratch_head, showing a thin line-like surface damage or abrasion","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is scratch_head. The visual evidence may include a thin line-like surface damage or abrasion. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,scratch_head,datasets/MVTecAD/screw/test/scratch_head/008.png,"a photo of an industrial defect: scratch_head, showing a thin line-like surface damage or abrasion","a photo of a defective metal screw with scratch_head, showing a thin line-like surface damage or abrasion","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is scratch_head. The visual evidence may include a thin line-like surface damage or abrasion. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,scratch_head,datasets/MVTecAD/screw/test/scratch_head/009.png,"a photo of an industrial defect: scratch_head, showing a thin line-like surface damage or abrasion","a photo of a defective metal screw with scratch_head, showing a thin line-like surface damage or abrasion","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is scratch_head. The visual evidence may include a thin line-like surface damage or abrasion. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,scratch_head,datasets/MVTecAD/screw/test/scratch_head/010.png,"a photo of an industrial defect: scratch_head, showing a thin line-like surface damage or abrasion","a photo of a defective metal screw with scratch_head, showing a thin line-like surface damage or abrasion","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is scratch_head. The visual evidence may include a thin line-like surface damage or abrasion. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,scratch_head,datasets/MVTecAD/screw/test/scratch_head/011.png,"a photo of an industrial defect: scratch_head, showing a thin line-like surface damage or abrasion","a photo of a defective metal screw with scratch_head, showing a thin line-like surface damage or abrasion","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is scratch_head. The visual evidence may include a thin line-like surface damage or abrasion. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,scratch_head,datasets/MVTecAD/screw/test/scratch_head/012.png,"a photo of an industrial defect: scratch_head, showing a thin line-like surface damage or abrasion","a photo of a defective metal screw with scratch_head, showing a thin line-like surface damage or abrasion","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is scratch_head. The visual evidence may include a thin line-like surface damage or abrasion. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,scratch_head,datasets/MVTecAD/screw/test/scratch_head/013.png,"a photo of an industrial defect: scratch_head, showing a thin line-like surface damage or abrasion","a photo of a defective metal screw with scratch_head, showing a thin line-like surface damage or abrasion","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is scratch_head. The visual evidence may include a thin line-like surface damage or abrasion. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,scratch_head,datasets/MVTecAD/screw/test/scratch_head/014.png,"a photo of an industrial defect: scratch_head, showing a thin line-like surface damage or abrasion","a photo of a defective metal screw with scratch_head, showing a thin line-like surface damage or abrasion","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is scratch_head. The visual evidence may include a thin line-like surface damage or abrasion. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,scratch_head,datasets/MVTecAD/screw/test/scratch_head/015.png,"a photo of an industrial defect: scratch_head, showing a thin line-like surface damage or abrasion","a photo of a defective metal screw with scratch_head, showing a thin line-like surface damage or abrasion","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is scratch_head. The visual evidence may include a thin line-like surface damage or abrasion. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,scratch_head,datasets/MVTecAD/screw/test/scratch_head/016.png,"a photo of an industrial defect: scratch_head, showing a thin line-like surface damage or abrasion","a photo of a defective metal screw with scratch_head, showing a thin line-like surface damage or abrasion","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is scratch_head. The visual evidence may include a thin line-like surface damage or abrasion. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,scratch_head,datasets/MVTecAD/screw/test/scratch_head/017.png,"a photo of an industrial defect: scratch_head, showing a thin line-like surface damage or abrasion","a photo of a defective metal screw with scratch_head, showing a thin line-like surface damage or abrasion","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is scratch_head. The visual evidence may include a thin line-like surface damage or abrasion. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,scratch_head,datasets/MVTecAD/screw/test/scratch_head/018.png,"a photo of an industrial defect: scratch_head, showing a thin line-like surface damage or abrasion","a photo of a defective metal screw with scratch_head, showing a thin line-like surface damage or abrasion","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is scratch_head. The visual evidence may include a thin line-like surface damage or abrasion. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,scratch_head,datasets/MVTecAD/screw/test/scratch_head/019.png,"a photo of an industrial defect: scratch_head, showing a thin line-like surface damage or abrasion","a photo of a defective metal screw with scratch_head, showing a thin line-like surface damage or abrasion","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is scratch_head. The visual evidence may include a thin line-like surface damage or abrasion. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,scratch_head,datasets/MVTecAD/screw/test/scratch_head/020.png,"a photo of an industrial defect: scratch_head, showing a thin line-like surface damage or abrasion","a photo of a defective metal screw with scratch_head, showing a thin line-like surface damage or abrasion","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is scratch_head. The visual evidence may include a thin line-like surface damage or abrasion. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,scratch_head,datasets/MVTecAD/screw/test/scratch_head/021.png,"a photo of an industrial defect: scratch_head, showing a thin line-like surface damage or abrasion","a photo of a defective metal screw with scratch_head, showing a thin line-like surface damage or abrasion","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is scratch_head. The visual evidence may include a thin line-like surface damage or abrasion. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,scratch_head,datasets/MVTecAD/screw/test/scratch_head/022.png,"a photo of an industrial defect: scratch_head, showing a thin line-like surface damage or abrasion","a photo of a defective metal screw with scratch_head, showing a thin line-like surface damage or abrasion","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is scratch_head. The visual evidence may include a thin line-like surface damage or abrasion. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,scratch_head,datasets/MVTecAD/screw/test/scratch_head/023.png,"a photo of an industrial defect: scratch_head, showing a thin line-like surface damage or abrasion","a photo of a defective metal screw with scratch_head, showing a thin line-like surface damage or abrasion","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is scratch_head. The visual evidence may include a thin line-like surface damage or abrasion. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,scratch_neck,datasets/MVTecAD/screw/test/scratch_neck/000.png,"a photo of an industrial defect: scratch_neck, showing a thin line-like surface damage or abrasion","a photo of a defective metal screw with scratch_neck, showing a thin line-like surface damage or abrasion","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is scratch_neck. The visual evidence may include a thin line-like surface damage or abrasion. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,scratch_neck,datasets/MVTecAD/screw/test/scratch_neck/001.png,"a photo of an industrial defect: scratch_neck, showing a thin line-like surface damage or abrasion","a photo of a defective metal screw with scratch_neck, showing a thin line-like surface damage or abrasion","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is scratch_neck. The visual evidence may include a thin line-like surface damage or abrasion. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,scratch_neck,datasets/MVTecAD/screw/test/scratch_neck/002.png,"a photo of an industrial defect: scratch_neck, showing a thin line-like surface damage or abrasion","a photo of a defective metal screw with scratch_neck, showing a thin line-like surface damage or abrasion","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is scratch_neck. The visual evidence may include a thin line-like surface damage or abrasion. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,scratch_neck,datasets/MVTecAD/screw/test/scratch_neck/003.png,"a photo of an industrial defect: scratch_neck, showing a thin line-like surface damage or abrasion","a photo of a defective metal screw with scratch_neck, showing a thin line-like surface damage or abrasion","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is scratch_neck. The visual evidence may include a thin line-like surface damage or abrasion. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,scratch_neck,datasets/MVTecAD/screw/test/scratch_neck/004.png,"a photo of an industrial defect: scratch_neck, showing a thin line-like surface damage or abrasion","a photo of a defective metal screw with scratch_neck, showing a thin line-like surface damage or abrasion","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is scratch_neck. The visual evidence may include a thin line-like surface damage or abrasion. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,scratch_neck,datasets/MVTecAD/screw/test/scratch_neck/005.png,"a photo of an industrial defect: scratch_neck, showing a thin line-like surface damage or abrasion","a photo of a defective metal screw with scratch_neck, showing a thin line-like surface damage or abrasion","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is scratch_neck. The visual evidence may include a thin line-like surface damage or abrasion. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,scratch_neck,datasets/MVTecAD/screw/test/scratch_neck/006.png,"a photo of an industrial defect: scratch_neck, showing a thin line-like surface damage or abrasion","a photo of a defective metal screw with scratch_neck, showing a thin line-like surface damage or abrasion","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is scratch_neck. The visual evidence may include a thin line-like surface damage or abrasion. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,scratch_neck,datasets/MVTecAD/screw/test/scratch_neck/007.png,"a photo of an industrial defect: scratch_neck, showing a thin line-like surface damage or abrasion","a photo of a defective metal screw with scratch_neck, showing a thin line-like surface damage or abrasion","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is scratch_neck. The visual evidence may include a thin line-like surface damage or abrasion. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,scratch_neck,datasets/MVTecAD/screw/test/scratch_neck/008.png,"a photo of an industrial defect: scratch_neck, showing a thin line-like surface damage or abrasion","a photo of a defective metal screw with scratch_neck, showing a thin line-like surface damage or abrasion","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is scratch_neck. The visual evidence may include a thin line-like surface damage or abrasion. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,scratch_neck,datasets/MVTecAD/screw/test/scratch_neck/009.png,"a photo of an industrial defect: scratch_neck, showing a thin line-like surface damage or abrasion","a photo of a defective metal screw with scratch_neck, showing a thin line-like surface damage or abrasion","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is scratch_neck. The visual evidence may include a thin line-like surface damage or abrasion. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
MVTecAD,screw,scratch_neck,datasets/MVTecAD/screw/test/scratch_neck/010.png,"a photo of an industrial defect: scratch_neck, showing a thin line-like surface damage or abrasion","a photo of a defective metal screw with scratch_neck, showing a thin line-like surface damage or abrasion","a quality inspection image of a defective metal screw made of metal threaded surface. The defect type is scratch_neck. The visual evidence may include a thin line-like surface damage or abrasion. The relevant manufacturing processes include metal forming, threading, surface treatment, mechanical handling. The inspection should focus on thread damage, scratch, deformation, contamination, local missing structure. Possible manufacturing causes include tool wear during threading, mechanical collision, surface treatment defect, handling contamination.",a normal quality inspection image of a defect-free metal screw with regular metal threaded surface and no visible defect,"metal forming, threading, surface treatment, mechanical handling","thread damage, scratch, deformation, contamination, local missing structure","tool wear during threading, mechanical collision, surface treatment defect, handling contamination",metal threaded surface,metal screw
