file,column,classified_as,dtype,non_null,unique_sample_count,numeric_min,numeric_max,numeric_mean,sample_values
results/stage11_mvtecad2_multicategory/stage11_d_vlm_image_predictions.csv,gt_binary,label,int64,243,2,0,1,0.711934,1; 0
results/stage11_mvtecad2_multicategory/stage11_d_vlm_image_predictions.csv,num_candidates,other,int64,243,3,1,3,2.06584,3; 2; 1
results/stage11_mvtecad2_multicategory/stage11_d_vlm_image_predictions.csv,clip_backend,vlm_or_text_score,str,243,1,,,,open_clip:ViT-B-32/openai
results/stage11_mvtecad2_multicategory/stage11_d_vlm_image_predictions.csv,full_image_score,detector_score,float64,243,243,-0.00523618,0.0121972,0.00383688,0.0080021023750305; 0.0073002278804779; 0.0057965219020843; 0.0046549290418624; 0.0019727498292922
results/stage11_mvtecad2_multicategory/stage11_d_vlm_image_predictions.csv,full_image_normal_score,other,float64,243,243,0.226046,0.331744,0.279005,0.2522623836994171; 0.2506181895732879; 0.2508794069290161; 0.2484626322984695; 0.2484510689973831
results/stage11_mvtecad2_multicategory/stage11_d_vlm_image_predictions.csv,full_image_anomaly_score,label,float64,243,243,0.227884,0.341467,0.282842,0.2602644860744476; 0.2579184174537658; 0.2566759288311004; 0.253117561340332; 0.2504238188266754
results/stage11_mvtecad2_multicategory/stage11_d_vlm_image_predictions.csv,tight_top1_score,other,float64,243,243,-0.00662658,0.0251023,0.0123972,0.0174519419670104; 0.0174147188663482; 0.0175237357616424; 0.0130227655172348; 0.0196006894111633
results/stage11_mvtecad2_multicategory/stage11_d_vlm_image_predictions.csv,tight_topk_max_score,quality_or_region_feature,float64,243,243,-0.00662658,0.0251023,0.0135795,0.0174519419670104; 0.0176027119159698; 0.0175237357616424; 0.0164049565792083; 0.0196006894111633
results/stage11_mvtecad2_multicategory/stage11_d_vlm_image_predictions.csv,tight_topk_mean_score,quality_or_region_feature,float64,243,243,-0.00694861,0.0221913,0.0117187,0.0159611751635869; 0.0151488184928894; 0.0144439836343129; 0.0151899506648381; 0.0160879045724868
results/stage11_mvtecad2_multicategory/stage11_d_vlm_image_predictions.csv,tight_best_crop_path,key_or_geometry,str,243,243,,,,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000180_000_overexposed_cand00_tight.png; results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000181_000_regular_cand01_tight.png; results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000183_000_shift_2_cand00_tight.png; results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000187_001_regular_cand01_tight.png; results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000188_001_shift_1_cand00_tight.png
results/stage11_mvtecad2_multicategory/stage11_d_vlm_image_predictions.csv,context_top1_score,vlm_or_text_score,float64,243,243,-0.00440559,0.0183708,0.00813657,0.0149520933628082; 0.013321042060852; 0.0114098489284515; 0.0091633945703506; 0.0098995417356491
results/stage11_mvtecad2_multicategory/stage11_d_vlm_image_predictions.csv,context_topk_max_score,vlm_or_text_score,float64,243,243,-0.00440559,0.0223323,0.010692,0.0171211957931518; 0.0153940021991729; 0.0218696296215057; 0.0158811509609222; 0.013943925499916
results/stage11_mvtecad2_multicategory/stage11_d_vlm_image_predictions.csv,context_topk_mean_score,vlm_or_text_score,float64,243,243,-0.00440559,0.0183708,0.00872456,0.0160163342952728; 0.0144146432479222; 0.0169077217578887; 0.0111439625422159; 0.0124489565690358
results/stage11_mvtecad2_multicategory/stage11_d_vlm_image_predictions.csv,context_best_crop_path,key_or_geometry,str,243,243,,,,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000180_000_overexposed_cand02_context_1.50.png; results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000181_000_regular_cand01_context_1.50.png; results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000183_000_shift_2_cand02_context_1.50.png; results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000187_001_regular_cand01_context_1.50.png; results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000188_001_shift_1_cand02_context_1.50.png
results/stage11_mvtecad2_multicategory/stage11_d_vlm_image_predictions.csv,patchcore_score,detector_score,float64,243,202,0.174143,1,0.677557,0.6107113361358643; 0.5817731618881226; 0.7540854215621948; 0.6158413290977478; 0.8422553539276123
results/stage11_mvtecad2_multicategory/stage11_e_multicategory_evidence_table.csv,dataset,other,str,5,1,,,,MVTec AD 2
results/stage11_mvtecad2_multicategory/stage11_e_multicategory_evidence_table.csv,category,key_or_geometry,str,5,5,,,,fruit_jelly; sheet_metal; vial; walnuts; ALL_PRIMARY
results/stage11_mvtecad2_multicategory/stage11_e_multicategory_evidence_table.csv,detector_priority_group,detector_score,str,4,1,,,,primary
results/stage11_mvtecad2_multicategory/stage11_e_multicategory_evidence_table.csv,image_AUROC_patchcore_stage11b,detector_score,float64,4,4,0.782222,0.831482,0.800611,0.7899999618530273; 0.8314815163612366; 0.7987421751022339; 0.7822222709655762
results/stage11_mvtecad2_multicategory/stage11_e_multicategory_evidence_table.csv,pixel_AUROC_patchcore_stage11b,detector_score,float64,4,4,0.859477,0.948376,0.91869,0.9475947022438048; 0.859477162361145; 0.9483762979507446; 0.9193103313446044
results/stage11_mvtecad2_multicategory/stage11_e_multicategory_evidence_table.csv,pixel_F1_patchcore_stage11b,detector_score,float64,4,4,0.336617,0.49627,0.400296,0.496270090341568; 0.3764839768409729; 0.3366170227527618; 0.3918117880821228
results/stage11_mvtecad2_multicategory/stage11_e_multicategory_evidence_table.csv,candidate_coverage,quality_or_region_feature,float64,4,1,1,1,1,1.0
results/stage11_mvtecad2_multicategory/stage11_e_multicategory_evidence_table.csv,top1_tight_gt_coverage,label,float64,4,4,0.11325,0.43018,0.332889,0.4301801899031582; 0.1132497033462983; 0.4275314493406981; 0.3605946799801016
results/stage11_mvtecad2_multicategory/stage11_e_multicategory_evidence_table.csv,top1_context_gt_coverage,label,float64,4,4,0.250949,0.866132,0.600961,0.8661321249455953; 0.2509491744148453; 0.801626064661202; 0.485134912469951
results/stage11_mvtecad2_multicategory/stage11_e_multicategory_evidence_table.csv,full_image_auroc,other,float64,5,5,0.42963,0.753333,0.620741,0.7533333333333333; 0.7129629629629629; 0.6876310272536688; 0.4296296296296296; 0.520148637489678
results/stage11_mvtecad2_multicategory/stage11_e_multicategory_evidence_table.csv,best_vlm_method,vlm_or_text_score,str,5,2,,,,context_1.50_topk_mean; full_image
results/stage11_mvtecad2_multicategory/stage11_e_multicategory_evidence_table.csv,best_vlm_auroc,vlm_or_text_score,float64,5,5,0.603633,0.856667,0.700771,0.8566666666666667; 0.7129629629629629; 0.6876310272536688; 0.642962962962963; 0.6036333608587944
results/stage11_mvtecad2_multicategory/stage11_e_multicategory_evidence_table.csv,best_vlm_delta_vs_full,vlm_or_text_score,float64,5,4,0,0.213333,0.0800303,0.1033333333333333; 0.0; 0.2133333333333333; 0.0834847233691163
results/stage11_mvtecad2_multicategory/stage11_e_multicategory_evidence_table.csv,best_context_method,vlm_or_text_score,str,5,3,,,,context_1.50_topk_mean; context_1.50_topk_max; context_1.50_top1
results/stage11_mvtecad2_multicategory/stage11_e_multicategory_evidence_table.csv,best_context_auroc,vlm_or_text_score,float64,5,5,0.603633,0.856667,0.688822,0.8566666666666667; 0.6574074074074074; 0.6834381551362684; 0.642962962962963; 0.6036333608587944
results/stage11_mvtecad2_multicategory/stage11_e_multicategory_evidence_table.csv,best_context_delta_vs_full,vlm_or_text_score,float64,5,5,-0.0555556,0.213333,0.0680806,0.1033333333333333; -0.0555555555555554; -0.0041928721174003; 0.2133333333333333; 0.0834847233691163
results/stage11_mvtecad2_multicategory/stage11_e_multicategory_evidence_table.csv,best_tight_method,other,str,5,2,,,,tight_crop_top1; tight_crop_topk_mean
results/stage11_mvtecad2_multicategory/stage11_e_multicategory_evidence_table.csv,best_tight_auroc,other,float64,5,5,0.397275,0.736667,0.551264,0.7366666666666667; 0.4925925925925926; 0.3972746331236897; 0.6066666666666667; 0.523121387283237
results/stage11_mvtecad2_multicategory/stage11_e_multicategory_evidence_table.csv,best_tight_delta_vs_full,other,float64,5,5,-0.290356,0.177037,-0.0694767,-0.0166666666666666; -0.2203703703703703; -0.290356394129979; 0.1770370370370371; 0.0029727497935589
results/stage11_mvtecad2_multicategory/stage11_e_multicategory_evidence_table.csv,patchcore_score_auroc_stage11d,detector_score,float64,5,5,0.716667,0.873166,0.789997,0.7166666666666667; 0.7462962962962963; 0.8731656184486373; 0.8051851851851852; 0.8086705202312139
results/stage11_mvtecad2_multicategory/stage11_e_multicategory_evidence_table.csv,evidence_decision,other,str,5,2,,,,main_positive_context; negative_or_full_stronger
results/stage11_mvtecad2_multicategory/stage11_e_multicategory_evidence_table.csv,interpretation,other,str,5,2,,,,Context-aware crop is the best VLM method and improves over full-image prompting.; Full-image prompting is stronger or tied; this category should be used for limitation/failure analysis.
results/stage11_mvtecad2_multicategory/stage11_e_multicategory_evidence_table.csv,cross_stage_note,other,str,1,1,,,,"Stage 10-G showed positive vial context evidence, but Stage 11-D batch candidate construction did not reproduce the same margin."
results/stage11_mvtecad2_multicategory/stage11_e_multicategory_evidence_table.csv,stage10_vial_full_auroc,other,float64,1,1,0.648847,0.648847,0.648847,0.6488469601677149
results/stage11_mvtecad2_multicategory/stage11_e_multicategory_evidence_table.csv,stage10_vial_context_1p50_top1_auroc,vlm_or_text_score,float64,1,1,0.774633,0.774633,0.774633,0.7746331236897275
results/stage11_mvtecad2_multicategory/stage11_e_multicategory_evidence_table.csv,stage10_vial_context_delta,vlm_or_text_score,float64,1,1,0.125786,0.125786,0.125786,0.1257861635220125
results/stage13_strong_baseline/stage13_a_patchcore_vlm_fusion_per_category.csv,protocol,other,str,8,1,,,,same_set_grid
results/stage13_strong_baseline/stage13_a_patchcore_vlm_fusion_per_category.csv,scope,other,str,8,1,,,,category
results/stage13_strong_baseline/stage13_a_patchcore_vlm_fusion_per_category.csv,category,key_or_geometry,str,8,4,,,,fruit_jelly; sheet_metal; vial; walnuts
results/stage13_strong_baseline/stage13_a_patchcore_vlm_fusion_per_category.csv,method,other,str,8,2,,,,patchcore_plus_full_image_best_same_set; patchcore_plus_context_best_same_set
results/stage13_strong_baseline/stage13_a_patchcore_vlm_fusion_per_category.csv,fusion_pair,other,str,8,2,,,,patchcore_plus_full_image; patchcore_plus_context
results/stage13_strong_baseline/stage13_a_patchcore_vlm_fusion_per_category.csv,alpha_patchcore,detector_score,float64,8,8,0.27,1,0.6575,0.27; 0.34; 0.55; 0.64; 0.89
results/stage13_strong_baseline/stage13_a_patchcore_vlm_fusion_per_category.csv,num_images,other,int64,8,4,40,75,60.75,40; 57; 71; 75
results/stage13_strong_baseline/stage13_a_patchcore_vlm_fusion_per_category.csv,num_normal,other,int64,8,4,10,30,17.5,10; 12; 18; 30
results/stage13_strong_baseline/stage13_a_patchcore_vlm_fusion_per_category.csv,num_anomaly,label,int64,8,3,30,53,43.25,30; 45; 53
results/stage13_strong_baseline/stage13_a_patchcore_vlm_fusion_per_category.csv,auroc,other,float64,8,8,0.755556,0.925577,0.848298,0.8; 0.8933333333333334; 0.9185185185185184; 0.7555555555555555; 0.8815513626834381
results/stage13_strong_baseline/stage13_a_patchcore_vlm_fusion_per_category.csv,ap,other,float64,8,8,0.8853,0.979088,0.939347,0.9345400828661656; 0.9710965140241457; 0.9790875794927948; 0.926475339347547; 0.9564964709664908
results/stage13_strong_baseline/stage13_a_patchcore_vlm_fusion_per_category.csv,best_f1,other,float64,8,7,0.787234,0.929825,0.886487,0.8923076923076922; 0.9285714285714286; 0.9278350515463918; 0.9; 0.9298245614035088
results/stage13_strong_baseline/stage13_a_patchcore_vlm_fusion_per_category.csv,best_accuracy,other,float64,8,6,0.746667,0.9,0.836842,0.825; 0.9; 0.8771929824561403; 0.8245614035087719; 0.8873239436619719
results/stage13_strong_baseline/stage13_a_patchcore_vlm_fusion_per_category.csv,best_threshold,other,float64,8,8,-1.19554,-0.383173,-0.695158,-0.9491763448906568; -0.4492528425029481; -0.664769995540688; -0.8388719324364374; -1.1955381125132936
results/stage13_strong_baseline/stage13_a_patchcore_vlm_score_complementarity.csv,category,key_or_geometry,str,5,5,,,,ALL_PRIMARY; fruit_jelly; sheet_metal; vial; walnuts
results/stage13_strong_baseline/stage13_a_patchcore_vlm_score_complementarity.csv,num_images,other,int64,5,5,40,243,97.2,243; 40; 57; 71; 75
results/stage13_strong_baseline/stage13_a_patchcore_vlm_score_complementarity.csv,patchcore_full_spearman,detector_score,float64,5,5,-0.335732,0.564888,0.107411,-0.1516200176306003; 0.5648876650422063; -0.3357323654349773; 0.2400314903071261; 0.2194906836837704
results/stage13_strong_baseline/stage13_a_patchcore_vlm_score_complementarity.csv,patchcore_context_spearman,vlm_or_text_score,float64,5,5,-0.308306,0.311481,-0.0343885,-0.1076781590920078; 0.1876595386064511; -0.308305793287624; -0.2550990616411184; 0.3114810104078604
results/stage13_strong_baseline/stage13_a_patchcore_vlm_score_complementarity.csv,interpretation,other,str,5,1,,,,lower correlation suggests more complementarity; high correlation suggests repeated detector ranking
