map_index,set_type,label,category,instance_id,condition,image_path,mask_path
368,normal,0,walnuts,008,regular,walnuts/test_public/good/008_regular.png,
369,normal,0,walnuts,008,shift_1,walnuts/test_public/good/008_shift_1.png,
370,normal,0,walnuts,008,shift_2,walnuts/test_public/good/008_shift_2.png,
371,normal,0,walnuts,008,shift_3,walnuts/test_public/good/008_shift_3.png,
372,normal,0,walnuts,008,underexposed,walnuts/test_public/good/008_underexposed.png,
373,normal,0,walnuts,009,overexposed,walnuts/test_public/good/009_overexposed.png,
374,normal,0,walnuts,009,regular,walnuts/test_public/good/009_regular.png,
375,normal,0,walnuts,009,shift_1,walnuts/test_public/good/009_shift_1.png,
376,normal,0,walnuts,009,shift_2,walnuts/test_public/good/009_shift_2.png,
377,normal,0,walnuts,009,shift_3,walnuts/test_public/good/009_shift_3.png,
378,normal,0,walnuts,009,underexposed,walnuts/test_public/good/009_underexposed.png,
379,defect,1,can,000,overexposed,can/test_public/bad/000_overexposed.png,can/test_public/ground_truth/bad/000_overexposed_mask.png
380,defect,1,can,000,regular,can/test_public/bad/000_regular.png,can/test_public/ground_truth/bad/000_regular_mask.png
381,defect,1,can,000,shift_1,can/test_public/bad/000_shift_1.png,can/test_public/ground_truth/bad/000_shift_1_mask.png
382,defect,1,can,000,shift_2,can/test_public/bad/000_shift_2.png,can/test_public/ground_truth/bad/000_shift_2_mask.png
383,defect,1,can,000,shift_3,can/test_public/bad/000_shift_3.png,can/test_public/ground_truth/bad/000_shift_3_mask.png
384,defect,1,can,000,underexposed,can/test_public/bad/000_underexposed.png,can/test_public/ground_truth/bad/000_underexposed_mask.png
385,defect,1,can,001,overexposed,can/test_public/bad/001_overexposed.png,can/test_public/ground_truth/bad/001_overexposed_mask.png
386,defect,1,can,001,regular,can/test_public/bad/001_regular.png,can/test_public/ground_truth/bad/001_regular_mask.png
387,defect,1,can,001,shift_1,can/test_public/bad/001_shift_1.png,can/test_public/ground_truth/bad/001_shift_1_mask.png
388,defect,1,can,001,shift_2,can/test_public/bad/001_shift_2.png,can/test_public/ground_truth/bad/001_shift_2_mask.png
389,defect,1,can,001,shift_3,can/test_public/bad/001_shift_3.png,can/test_public/ground_truth/bad/001_shift_3_mask.png
390,defect,1,can,001,underexposed,can/test_public/bad/001_underexposed.png,can/test_public/ground_truth/bad/001_underexposed_mask.png
391,defect,1,can,002,overexposed,can/test_public/bad/002_overexposed.png,can/test_public/ground_truth/bad/002_overexposed_mask.png
392,defect,1,can,002,regular,can/test_public/bad/002_regular.png,can/test_public/ground_truth/bad/002_regular_mask.png
393,defect,1,can,002,shift_1,can/test_public/bad/002_shift_1.png,can/test_public/ground_truth/bad/002_shift_1_mask.png
394,defect,1,can,002,shift_2,can/test_public/bad/002_shift_2.png,can/test_public/ground_truth/bad/002_shift_2_mask.png
395,defect,1,can,002,shift_3,can/test_public/bad/002_shift_3.png,can/test_public/ground_truth/bad/002_shift_3_mask.png
396,defect,1,can,002,underexposed,can/test_public/bad/002_underexposed.png,can/test_public/ground_truth/bad/002_underexposed_mask.png
397,defect,1,can,003,overexposed,can/test_public/bad/003_overexposed.png,can/test_public/ground_truth/bad/003_overexposed_mask.png
398,defect,1,can,003,regular,can/test_public/bad/003_regular.png,can/test_public/ground_truth/bad/003_regular_mask.png
399,defect,1,can,003,shift_1,can/test_public/bad/003_shift_1.png,can/test_public/ground_truth/bad/003_shift_1_mask.png
400,defect,1,can,003,shift_2,can/test_public/bad/003_shift_2.png,can/test_public/ground_truth/bad/003_shift_2_mask.png
401,defect,1,can,003,shift_3,can/test_public/bad/003_shift_3.png,can/test_public/ground_truth/bad/003_shift_3_mask.png
402,defect,1,can,003,underexposed,can/test_public/bad/003_underexposed.png,can/test_public/ground_truth/bad/003_underexposed_mask.png
403,defect,1,can,004,overexposed,can/test_public/bad/004_overexposed.png,can/test_public/ground_truth/bad/004_overexposed_mask.png
404,defect,1,can,004,regular,can/test_public/bad/004_regular.png,can/test_public/ground_truth/bad/004_regular_mask.png
405,defect,1,can,004,shift_1,can/test_public/bad/004_shift_1.png,can/test_public/ground_truth/bad/004_shift_1_mask.png
406,defect,1,can,004,shift_2,can/test_public/bad/004_shift_2.png,can/test_public/ground_truth/bad/004_shift_2_mask.png
407,defect,1,can,004,shift_3,can/test_public/bad/004_shift_3.png,can/test_public/ground_truth/bad/004_shift_3_mask.png
408,defect,1,can,004,underexposed,can/test_public/bad/004_underexposed.png,can/test_public/ground_truth/bad/004_underexposed_mask.png
409,defect,1,can,005,overexposed,can/test_public/bad/005_overexposed.png,can/test_public/ground_truth/bad/005_overexposed_mask.png
410,defect,1,can,005,regular,can/test_public/bad/005_regular.png,can/test_public/ground_truth/bad/005_regular_mask.png
411,defect,1,can,005,shift_1,can/test_public/bad/005_shift_1.png,can/test_public/ground_truth/bad/005_shift_1_mask.png
412,defect,1,can,005,shift_2,can/test_public/bad/005_shift_2.png,can/test_public/ground_truth/bad/005_shift_2_mask.png
413,defect,1,can,005,shift_3,can/test_public/bad/005_shift_3.png,can/test_public/ground_truth/bad/005_shift_3_mask.png
414,defect,1,can,005,underexposed,can/test_public/bad/005_underexposed.png,can/test_public/ground_truth/bad/005_underexposed_mask.png
415,defect,1,can,006,overexposed,can/test_public/bad/006_overexposed.png,can/test_public/ground_truth/bad/006_overexposed_mask.png
416,defect,1,can,006,regular,can/test_public/bad/006_regular.png,can/test_public/ground_truth/bad/006_regular_mask.png
417,defect,1,can,006,shift_1,can/test_public/bad/006_shift_1.png,can/test_public/ground_truth/bad/006_shift_1_mask.png
418,defect,1,can,006,shift_2,can/test_public/bad/006_shift_2.png,can/test_public/ground_truth/bad/006_shift_2_mask.png
419,defect,1,can,006,shift_3,can/test_public/bad/006_shift_3.png,can/test_public/ground_truth/bad/006_shift_3_mask.png
420,defect,1,can,006,underexposed,can/test_public/bad/006_underexposed.png,can/test_public/ground_truth/bad/006_underexposed_mask.png
421,defect,1,can,007,overexposed,can/test_public/bad/007_overexposed.png,can/test_public/ground_truth/bad/007_overexposed_mask.png
422,defect,1,can,007,regular,can/test_public/bad/007_regular.png,can/test_public/ground_truth/bad/007_regular_mask.png
423,defect,1,can,007,shift_1,can/test_public/bad/007_shift_1.png,can/test_public/ground_truth/bad/007_shift_1_mask.png
424,defect,1,can,007,shift_2,can/test_public/bad/007_shift_2.png,can/test_public/ground_truth/bad/007_shift_2_mask.png
425,defect,1,can,007,shift_3,can/test_public/bad/007_shift_3.png,can/test_public/ground_truth/bad/007_shift_3_mask.png
426,defect,1,can,007,underexposed,can/test_public/bad/007_underexposed.png,can/test_public/ground_truth/bad/007_underexposed_mask.png
427,defect,1,can,008,overexposed,can/test_public/bad/008_overexposed.png,can/test_public/ground_truth/bad/008_overexposed_mask.png
428,defect,1,can,008,regular,can/test_public/bad/008_regular.png,can/test_public/ground_truth/bad/008_regular_mask.png
429,defect,1,can,008,shift_1,can/test_public/bad/008_shift_1.png,can/test_public/ground_truth/bad/008_shift_1_mask.png
430,defect,1,can,008,shift_2,can/test_public/bad/008_shift_2.png,can/test_public/ground_truth/bad/008_shift_2_mask.png
431,defect,1,can,008,shift_3,can/test_public/bad/008_shift_3.png,can/test_public/ground_truth/bad/008_shift_3_mask.png
432,defect,1,can,008,underexposed,can/test_public/bad/008_underexposed.png,can/test_public/ground_truth/bad/008_underexposed_mask.png
433,defect,1,can,009,overexposed,can/test_public/bad/009_overexposed.png,can/test_public/ground_truth/bad/009_overexposed_mask.png
434,defect,1,can,009,regular,can/test_public/bad/009_regular.png,can/test_public/ground_truth/bad/009_regular_mask.png
435,defect,1,can,009,shift_1,can/test_public/bad/009_shift_1.png,can/test_public/ground_truth/bad/009_shift_1_mask.png
436,defect,1,can,009,shift_2,can/test_public/bad/009_shift_2.png,can/test_public/ground_truth/bad/009_shift_2_mask.png
437,defect,1,can,009,shift_3,can/test_public/bad/009_shift_3.png,can/test_public/ground_truth/bad/009_shift_3_mask.png
438,defect,1,can,009,underexposed,can/test_public/bad/009_underexposed.png,can/test_public/ground_truth/bad/009_underexposed_mask.png
439,defect,1,can,010,overexposed,can/test_public/bad/010_overexposed.png,can/test_public/ground_truth/bad/010_overexposed_mask.png
440,defect,1,can,010,regular,can/test_public/bad/010_regular.png,can/test_public/ground_truth/bad/010_regular_mask.png
441,defect,1,can,010,shift_1,can/test_public/bad/010_shift_1.png,can/test_public/ground_truth/bad/010_shift_1_mask.png
442,defect,1,can,010,shift_2,can/test_public/bad/010_shift_2.png,can/test_public/ground_truth/bad/010_shift_2_mask.png
443,defect,1,can,010,shift_3,can/test_public/bad/010_shift_3.png,can/test_public/ground_truth/bad/010_shift_3_mask.png
444,defect,1,can,010,underexposed,can/test_public/bad/010_underexposed.png,can/test_public/ground_truth/bad/010_underexposed_mask.png
445,defect,1,can,011,overexposed,can/test_public/bad/011_overexposed.png,can/test_public/ground_truth/bad/011_overexposed_mask.png
446,defect,1,can,011,regular,can/test_public/bad/011_regular.png,can/test_public/ground_truth/bad/011_regular_mask.png
447,defect,1,can,011,shift_1,can/test_public/bad/011_shift_1.png,can/test_public/ground_truth/bad/011_shift_1_mask.png
448,defect,1,can,011,shift_2,can/test_public/bad/011_shift_2.png,can/test_public/ground_truth/bad/011_shift_2_mask.png
449,defect,1,can,011,shift_3,can/test_public/bad/011_shift_3.png,can/test_public/ground_truth/bad/011_shift_3_mask.png
450,defect,1,can,011,underexposed,can/test_public/bad/011_underexposed.png,can/test_public/ground_truth/bad/011_underexposed_mask.png
451,defect,1,can,012,overexposed,can/test_public/bad/012_overexposed.png,can/test_public/ground_truth/bad/012_overexposed_mask.png
452,defect,1,can,012,regular,can/test_public/bad/012_regular.png,can/test_public/ground_truth/bad/012_regular_mask.png
453,defect,1,can,012,shift_1,can/test_public/bad/012_shift_1.png,can/test_public/ground_truth/bad/012_shift_1_mask.png
454,defect,1,can,012,shift_2,can/test_public/bad/012_shift_2.png,can/test_public/ground_truth/bad/012_shift_2_mask.png
455,defect,1,can,012,shift_3,can/test_public/bad/012_shift_3.png,can/test_public/ground_truth/bad/012_shift_3_mask.png
456,defect,1,can,012,underexposed,can/test_public/bad/012_underexposed.png,can/test_public/ground_truth/bad/012_underexposed_mask.png
457,defect,1,can,013,overexposed,can/test_public/bad/013_overexposed.png,can/test_public/ground_truth/bad/013_overexposed_mask.png
458,defect,1,can,013,regular,can/test_public/bad/013_regular.png,can/test_public/ground_truth/bad/013_regular_mask.png
459,defect,1,can,013,shift_1,can/test_public/bad/013_shift_1.png,can/test_public/ground_truth/bad/013_shift_1_mask.png
460,defect,1,can,013,shift_2,can/test_public/bad/013_shift_2.png,can/test_public/ground_truth/bad/013_shift_2_mask.png
461,defect,1,can,013,shift_3,can/test_public/bad/013_shift_3.png,can/test_public/ground_truth/bad/013_shift_3_mask.png
462,defect,1,can,013,underexposed,can/test_public/bad/013_underexposed.png,can/test_public/ground_truth/bad/013_underexposed_mask.png
463,defect,1,can,014,overexposed,can/test_public/bad/014_overexposed.png,can/test_public/ground_truth/bad/014_overexposed_mask.png
464,defect,1,can,014,regular,can/test_public/bad/014_regular.png,can/test_public/ground_truth/bad/014_regular_mask.png
465,defect,1,can,014,shift_1,can/test_public/bad/014_shift_1.png,can/test_public/ground_truth/bad/014_shift_1_mask.png
466,defect,1,can,014,shift_2,can/test_public/bad/014_shift_2.png,can/test_public/ground_truth/bad/014_shift_2_mask.png
467,defect,1,can,014,shift_3,can/test_public/bad/014_shift_3.png,can/test_public/ground_truth/bad/014_shift_3_mask.png
468,defect,1,can,014,underexposed,can/test_public/bad/014_underexposed.png,can/test_public/ground_truth/bad/014_underexposed_mask.png
469,defect,1,fabric,000,overexposed,fabric/test_public/bad/000_overexposed.png,fabric/test_public/ground_truth/bad/000_overexposed_mask.png
470,defect,1,fabric,000,regular,fabric/test_public/bad/000_regular.png,fabric/test_public/ground_truth/bad/000_regular_mask.png
471,defect,1,fabric,000,shift_1,fabric/test_public/bad/000_shift_1.png,fabric/test_public/ground_truth/bad/000_shift_1_mask.png
472,defect,1,fabric,000,shift_2,fabric/test_public/bad/000_shift_2.png,fabric/test_public/ground_truth/bad/000_shift_2_mask.png
473,defect,1,fabric,000,shift_3,fabric/test_public/bad/000_shift_3.png,fabric/test_public/ground_truth/bad/000_shift_3_mask.png
474,defect,1,fabric,000,underexposed,fabric/test_public/bad/000_underexposed.png,fabric/test_public/ground_truth/bad/000_underexposed_mask.png
475,defect,1,fabric,001,overexposed,fabric/test_public/bad/001_overexposed.png,fabric/test_public/ground_truth/bad/001_overexposed_mask.png
476,defect,1,fabric,001,regular,fabric/test_public/bad/001_regular.png,fabric/test_public/ground_truth/bad/001_regular_mask.png
477,defect,1,fabric,001,shift_1,fabric/test_public/bad/001_shift_1.png,fabric/test_public/ground_truth/bad/001_shift_1_mask.png
478,defect,1,fabric,001,shift_2,fabric/test_public/bad/001_shift_2.png,fabric/test_public/ground_truth/bad/001_shift_2_mask.png
479,defect,1,fabric,001,shift_3,fabric/test_public/bad/001_shift_3.png,fabric/test_public/ground_truth/bad/001_shift_3_mask.png
480,defect,1,fabric,001,underexposed,fabric/test_public/bad/001_underexposed.png,fabric/test_public/ground_truth/bad/001_underexposed_mask.png
481,defect,1,fabric,002,overexposed,fabric/test_public/bad/002_overexposed.png,fabric/test_public/ground_truth/bad/002_overexposed_mask.png
482,defect,1,fabric,002,regular,fabric/test_public/bad/002_regular.png,fabric/test_public/ground_truth/bad/002_regular_mask.png
483,defect,1,fabric,002,shift_1,fabric/test_public/bad/002_shift_1.png,fabric/test_public/ground_truth/bad/002_shift_1_mask.png
484,defect,1,fabric,002,shift_2,fabric/test_public/bad/002_shift_2.png,fabric/test_public/ground_truth/bad/002_shift_2_mask.png
485,defect,1,fabric,002,shift_3,fabric/test_public/bad/002_shift_3.png,fabric/test_public/ground_truth/bad/002_shift_3_mask.png
486,defect,1,fabric,002,underexposed,fabric/test_public/bad/002_underexposed.png,fabric/test_public/ground_truth/bad/002_underexposed_mask.png
487,defect,1,fabric,003,overexposed,fabric/test_public/bad/003_overexposed.png,fabric/test_public/ground_truth/bad/003_overexposed_mask.png
488,defect,1,fabric,003,regular,fabric/test_public/bad/003_regular.png,fabric/test_public/ground_truth/bad/003_regular_mask.png
489,defect,1,fabric,003,shift_1,fabric/test_public/bad/003_shift_1.png,fabric/test_public/ground_truth/bad/003_shift_1_mask.png
490,defect,1,fabric,003,shift_2,fabric/test_public/bad/003_shift_2.png,fabric/test_public/ground_truth/bad/003_shift_2_mask.png
491,defect,1,fabric,003,shift_3,fabric/test_public/bad/003_shift_3.png,fabric/test_public/ground_truth/bad/003_shift_3_mask.png
492,defect,1,fabric,003,underexposed,fabric/test_public/bad/003_underexposed.png,fabric/test_public/ground_truth/bad/003_underexposed_mask.png
493,defect,1,fabric,004,overexposed,fabric/test_public/bad/004_overexposed.png,fabric/test_public/ground_truth/bad/004_overexposed_mask.png
494,defect,1,fabric,004,regular,fabric/test_public/bad/004_regular.png,fabric/test_public/ground_truth/bad/004_regular_mask.png
495,defect,1,fabric,004,shift_1,fabric/test_public/bad/004_shift_1.png,fabric/test_public/ground_truth/bad/004_shift_1_mask.png
496,defect,1,fabric,004,shift_2,fabric/test_public/bad/004_shift_2.png,fabric/test_public/ground_truth/bad/004_shift_2_mask.png
497,defect,1,fabric,004,shift_3,fabric/test_public/bad/004_shift_3.png,fabric/test_public/ground_truth/bad/004_shift_3_mask.png
498,defect,1,fabric,004,underexposed,fabric/test_public/bad/004_underexposed.png,fabric/test_public/ground_truth/bad/004_underexposed_mask.png
499,defect,1,fabric,005,overexposed,fabric/test_public/bad/005_overexposed.png,fabric/test_public/ground_truth/bad/005_overexposed_mask.png
500,defect,1,fabric,005,regular,fabric/test_public/bad/005_regular.png,fabric/test_public/ground_truth/bad/005_regular_mask.png
501,defect,1,fabric,005,shift_1,fabric/test_public/bad/005_shift_1.png,fabric/test_public/ground_truth/bad/005_shift_1_mask.png
502,defect,1,fabric,005,shift_2,fabric/test_public/bad/005_shift_2.png,fabric/test_public/ground_truth/bad/005_shift_2_mask.png
503,defect,1,fabric,005,shift_3,fabric/test_public/bad/005_shift_3.png,fabric/test_public/ground_truth/bad/005_shift_3_mask.png
504,defect,1,fabric,005,underexposed,fabric/test_public/bad/005_underexposed.png,fabric/test_public/ground_truth/bad/005_underexposed_mask.png
505,defect,1,fabric,006,overexposed,fabric/test_public/bad/006_overexposed.png,fabric/test_public/ground_truth/bad/006_overexposed_mask.png
506,defect,1,fabric,006,regular,fabric/test_public/bad/006_regular.png,fabric/test_public/ground_truth/bad/006_regular_mask.png
507,defect,1,fabric,006,shift_1,fabric/test_public/bad/006_shift_1.png,fabric/test_public/ground_truth/bad/006_shift_1_mask.png
508,defect,1,fabric,006,shift_2,fabric/test_public/bad/006_shift_2.png,fabric/test_public/ground_truth/bad/006_shift_2_mask.png
509,defect,1,fabric,006,shift_3,fabric/test_public/bad/006_shift_3.png,fabric/test_public/ground_truth/bad/006_shift_3_mask.png
510,defect,1,fabric,006,underexposed,fabric/test_public/bad/006_underexposed.png,fabric/test_public/ground_truth/bad/006_underexposed_mask.png
511,defect,1,fabric,007,overexposed,fabric/test_public/bad/007_overexposed.png,fabric/test_public/ground_truth/bad/007_overexposed_mask.png
512,defect,1,fabric,007,regular,fabric/test_public/bad/007_regular.png,fabric/test_public/ground_truth/bad/007_regular_mask.png
513,defect,1,fabric,007,shift_1,fabric/test_public/bad/007_shift_1.png,fabric/test_public/ground_truth/bad/007_shift_1_mask.png
514,defect,1,fabric,007,shift_2,fabric/test_public/bad/007_shift_2.png,fabric/test_public/ground_truth/bad/007_shift_2_mask.png
515,defect,1,fabric,007,shift_3,fabric/test_public/bad/007_shift_3.png,fabric/test_public/ground_truth/bad/007_shift_3_mask.png
516,defect,1,fabric,007,underexposed,fabric/test_public/bad/007_underexposed.png,fabric/test_public/ground_truth/bad/007_underexposed_mask.png
517,defect,1,fabric,008,overexposed,fabric/test_public/bad/008_overexposed.png,fabric/test_public/ground_truth/bad/008_overexposed_mask.png
518,defect,1,fabric,008,regular,fabric/test_public/bad/008_regular.png,fabric/test_public/ground_truth/bad/008_regular_mask.png
519,defect,1,fabric,008,shift_1,fabric/test_public/bad/008_shift_1.png,fabric/test_public/ground_truth/bad/008_shift_1_mask.png
520,defect,1,fabric,008,shift_2,fabric/test_public/bad/008_shift_2.png,fabric/test_public/ground_truth/bad/008_shift_2_mask.png
521,defect,1,fabric,008,shift_3,fabric/test_public/bad/008_shift_3.png,fabric/test_public/ground_truth/bad/008_shift_3_mask.png
522,defect,1,fabric,008,underexposed,fabric/test_public/bad/008_underexposed.png,fabric/test_public/ground_truth/bad/008_underexposed_mask.png
523,defect,1,fabric,009,overexposed,fabric/test_public/bad/009_overexposed.png,fabric/test_public/ground_truth/bad/009_overexposed_mask.png
524,defect,1,fabric,009,regular,fabric/test_public/bad/009_regular.png,fabric/test_public/ground_truth/bad/009_regular_mask.png
525,defect,1,fabric,009,shift_1,fabric/test_public/bad/009_shift_1.png,fabric/test_public/ground_truth/bad/009_shift_1_mask.png
526,defect,1,fabric,009,shift_2,fabric/test_public/bad/009_shift_2.png,fabric/test_public/ground_truth/bad/009_shift_2_mask.png
527,defect,1,fabric,009,shift_3,fabric/test_public/bad/009_shift_3.png,fabric/test_public/ground_truth/bad/009_shift_3_mask.png
528,defect,1,fabric,009,underexposed,fabric/test_public/bad/009_underexposed.png,fabric/test_public/ground_truth/bad/009_underexposed_mask.png
529,defect,1,fabric,010,overexposed,fabric/test_public/bad/010_overexposed.png,fabric/test_public/ground_truth/bad/010_overexposed_mask.png
530,defect,1,fabric,010,regular,fabric/test_public/bad/010_regular.png,fabric/test_public/ground_truth/bad/010_regular_mask.png
531,defect,1,fabric,010,shift_1,fabric/test_public/bad/010_shift_1.png,fabric/test_public/ground_truth/bad/010_shift_1_mask.png
532,defect,1,fabric,010,shift_2,fabric/test_public/bad/010_shift_2.png,fabric/test_public/ground_truth/bad/010_shift_2_mask.png
533,defect,1,fabric,010,shift_3,fabric/test_public/bad/010_shift_3.png,fabric/test_public/ground_truth/bad/010_shift_3_mask.png
534,defect,1,fabric,010,underexposed,fabric/test_public/bad/010_underexposed.png,fabric/test_public/ground_truth/bad/010_underexposed_mask.png
535,defect,1,fabric,011,overexposed,fabric/test_public/bad/011_overexposed.png,fabric/test_public/ground_truth/bad/011_overexposed_mask.png
536,defect,1,fabric,011,regular,fabric/test_public/bad/011_regular.png,fabric/test_public/ground_truth/bad/011_regular_mask.png
537,defect,1,fabric,011,shift_1,fabric/test_public/bad/011_shift_1.png,fabric/test_public/ground_truth/bad/011_shift_1_mask.png
538,defect,1,fabric,011,shift_2,fabric/test_public/bad/011_shift_2.png,fabric/test_public/ground_truth/bad/011_shift_2_mask.png
539,defect,1,fabric,011,shift_3,fabric/test_public/bad/011_shift_3.png,fabric/test_public/ground_truth/bad/011_shift_3_mask.png
540,defect,1,fabric,011,underexposed,fabric/test_public/bad/011_underexposed.png,fabric/test_public/ground_truth/bad/011_underexposed_mask.png
541,defect,1,fabric,012,overexposed,fabric/test_public/bad/012_overexposed.png,fabric/test_public/ground_truth/bad/012_overexposed_mask.png
542,defect,1,fabric,012,regular,fabric/test_public/bad/012_regular.png,fabric/test_public/ground_truth/bad/012_regular_mask.png
543,defect,1,fabric,012,shift_1,fabric/test_public/bad/012_shift_1.png,fabric/test_public/ground_truth/bad/012_shift_1_mask.png
544,defect,1,fabric,012,shift_2,fabric/test_public/bad/012_shift_2.png,fabric/test_public/ground_truth/bad/012_shift_2_mask.png
545,defect,1,fabric,012,shift_3,fabric/test_public/bad/012_shift_3.png,fabric/test_public/ground_truth/bad/012_shift_3_mask.png
546,defect,1,fabric,012,underexposed,fabric/test_public/bad/012_underexposed.png,fabric/test_public/ground_truth/bad/012_underexposed_mask.png
547,defect,1,fabric,013,overexposed,fabric/test_public/bad/013_overexposed.png,fabric/test_public/ground_truth/bad/013_overexposed_mask.png
548,defect,1,fabric,013,regular,fabric/test_public/bad/013_regular.png,fabric/test_public/ground_truth/bad/013_regular_mask.png
549,defect,1,fabric,013,shift_1,fabric/test_public/bad/013_shift_1.png,fabric/test_public/ground_truth/bad/013_shift_1_mask.png
550,defect,1,fabric,013,shift_2,fabric/test_public/bad/013_shift_2.png,fabric/test_public/ground_truth/bad/013_shift_2_mask.png
551,defect,1,fabric,013,shift_3,fabric/test_public/bad/013_shift_3.png,fabric/test_public/ground_truth/bad/013_shift_3_mask.png
552,defect,1,fabric,013,underexposed,fabric/test_public/bad/013_underexposed.png,fabric/test_public/ground_truth/bad/013_underexposed_mask.png
553,defect,1,fabric,014,overexposed,fabric/test_public/bad/014_overexposed.png,fabric/test_public/ground_truth/bad/014_overexposed_mask.png
554,defect,1,fabric,014,regular,fabric/test_public/bad/014_regular.png,fabric/test_public/ground_truth/bad/014_regular_mask.png
555,defect,1,fabric,014,shift_1,fabric/test_public/bad/014_shift_1.png,fabric/test_public/ground_truth/bad/014_shift_1_mask.png
556,defect,1,fabric,014,shift_2,fabric/test_public/bad/014_shift_2.png,fabric/test_public/ground_truth/bad/014_shift_2_mask.png
557,defect,1,fabric,014,shift_3,fabric/test_public/bad/014_shift_3.png,fabric/test_public/ground_truth/bad/014_shift_3_mask.png
558,defect,1,fabric,014,underexposed,fabric/test_public/bad/014_underexposed.png,fabric/test_public/ground_truth/bad/014_underexposed_mask.png
559,defect,1,fruit_jelly,000,overexposed,fruit_jelly/test_public/bad/000_overexposed.png,fruit_jelly/test_public/ground_truth/bad/000_overexposed_mask.png
560,defect,1,fruit_jelly,000,regular,fruit_jelly/test_public/bad/000_regular.png,fruit_jelly/test_public/ground_truth/bad/000_regular_mask.png
561,defect,1,fruit_jelly,000,shift_1,fruit_jelly/test_public/bad/000_shift_1.png,fruit_jelly/test_public/ground_truth/bad/000_shift_1_mask.png
562,defect,1,fruit_jelly,000,underexposed,fruit_jelly/test_public/bad/000_underexposed.png,fruit_jelly/test_public/ground_truth/bad/000_underexposed_mask.png
563,defect,1,fruit_jelly,001,overexposed,fruit_jelly/test_public/bad/001_overexposed.png,fruit_jelly/test_public/ground_truth/bad/001_overexposed_mask.png
564,defect,1,fruit_jelly,001,regular,fruit_jelly/test_public/bad/001_regular.png,fruit_jelly/test_public/ground_truth/bad/001_regular_mask.png
565,defect,1,fruit_jelly,001,shift_1,fruit_jelly/test_public/bad/001_shift_1.png,fruit_jelly/test_public/ground_truth/bad/001_shift_1_mask.png
566,defect,1,fruit_jelly,001,underexposed,fruit_jelly/test_public/bad/001_underexposed.png,fruit_jelly/test_public/ground_truth/bad/001_underexposed_mask.png
567,defect,1,fruit_jelly,002,overexposed,fruit_jelly/test_public/bad/002_overexposed.png,fruit_jelly/test_public/ground_truth/bad/002_overexposed_mask.png
568,defect,1,fruit_jelly,002,regular,fruit_jelly/test_public/bad/002_regular.png,fruit_jelly/test_public/ground_truth/bad/002_regular_mask.png
569,defect,1,fruit_jelly,002,shift_1,fruit_jelly/test_public/bad/002_shift_1.png,fruit_jelly/test_public/ground_truth/bad/002_shift_1_mask.png
570,defect,1,fruit_jelly,002,underexposed,fruit_jelly/test_public/bad/002_underexposed.png,fruit_jelly/test_public/ground_truth/bad/002_underexposed_mask.png
571,defect,1,fruit_jelly,003,overexposed,fruit_jelly/test_public/bad/003_overexposed.png,fruit_jelly/test_public/ground_truth/bad/003_overexposed_mask.png
572,defect,1,fruit_jelly,003,regular,fruit_jelly/test_public/bad/003_regular.png,fruit_jelly/test_public/ground_truth/bad/003_regular_mask.png
573,defect,1,fruit_jelly,003,shift_1,fruit_jelly/test_public/bad/003_shift_1.png,fruit_jelly/test_public/ground_truth/bad/003_shift_1_mask.png
574,defect,1,fruit_jelly,003,underexposed,fruit_jelly/test_public/bad/003_underexposed.png,fruit_jelly/test_public/ground_truth/bad/003_underexposed_mask.png
575,defect,1,fruit_jelly,004,overexposed,fruit_jelly/test_public/bad/004_overexposed.png,fruit_jelly/test_public/ground_truth/bad/004_overexposed_mask.png
576,defect,1,fruit_jelly,004,regular,fruit_jelly/test_public/bad/004_regular.png,fruit_jelly/test_public/ground_truth/bad/004_regular_mask.png
577,defect,1,fruit_jelly,004,shift_1,fruit_jelly/test_public/bad/004_shift_1.png,fruit_jelly/test_public/ground_truth/bad/004_shift_1_mask.png
578,defect,1,fruit_jelly,004,underexposed,fruit_jelly/test_public/bad/004_underexposed.png,fruit_jelly/test_public/ground_truth/bad/004_underexposed_mask.png
579,defect,1,fruit_jelly,005,overexposed,fruit_jelly/test_public/bad/005_overexposed.png,fruit_jelly/test_public/ground_truth/bad/005_overexposed_mask.png
580,defect,1,fruit_jelly,005,regular,fruit_jelly/test_public/bad/005_regular.png,fruit_jelly/test_public/ground_truth/bad/005_regular_mask.png
581,defect,1,fruit_jelly,005,shift_1,fruit_jelly/test_public/bad/005_shift_1.png,fruit_jelly/test_public/ground_truth/bad/005_shift_1_mask.png
582,defect,1,fruit_jelly,005,underexposed,fruit_jelly/test_public/bad/005_underexposed.png,fruit_jelly/test_public/ground_truth/bad/005_underexposed_mask.png
583,defect,1,fruit_jelly,006,overexposed,fruit_jelly/test_public/bad/006_overexposed.png,fruit_jelly/test_public/ground_truth/bad/006_overexposed_mask.png
584,defect,1,fruit_jelly,006,regular,fruit_jelly/test_public/bad/006_regular.png,fruit_jelly/test_public/ground_truth/bad/006_regular_mask.png
585,defect,1,fruit_jelly,006,shift_1,fruit_jelly/test_public/bad/006_shift_1.png,fruit_jelly/test_public/ground_truth/bad/006_shift_1_mask.png
586,defect,1,fruit_jelly,006,underexposed,fruit_jelly/test_public/bad/006_underexposed.png,fruit_jelly/test_public/ground_truth/bad/006_underexposed_mask.png
