dataset,category,batch_idx,item_idx,image_path,mask_path,gt_label,pred_label,pred_score,x1,y1,x2,y2,area,mean_score,max_score,threshold,map_min,map_max,map_mean,candidate_rank,candidate_available,crop_path,crop_x1,crop_y1,crop_x2,crop_y2,image_width,image_height,error,gt_binary,image_path_resolved,crop_path_resolved,clip_backend,full_normal_score,full_anomaly_score,full_vlm_margin,crop_normal_score,crop_anomaly_score,crop_vlm_margin
MVTec AD 2,vial,1,4,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000391_003_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000391_003_shift_2.png,True,False,0.4937856495380401,595,1286,726,1688,37016,0.8984347581863403,0.95686274766922,0.8392156958580017,0.0,1.0,0.2340412586927414,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000391_003_shift_2_cand1.png,547,1238,774,1736,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000391_003_shift_2.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000391_003_shift_2_cand1.png,open_clip:ViT-B-32/openai,0.2686084508895874,0.2684547007083893,-0.00015375018119812012,0.2800419330596924,0.2825824022293091,0.0025404691696166992
MVTec AD 2,vial,1,4,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000391_003_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000391_003_shift_2.png,True,False,0.4937856495380401,589,668,766,972,38269,0.8950780630111694,1.0,0.8392156958580017,0.0,1.0,0.2340412586927414,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000391_003_shift_2_cand2.png,553,632,802,1008,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000391_003_shift_2.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000391_003_shift_2_cand2.png,open_clip:ViT-B-32/openai,0.2686084508895874,0.2684547007083893,-0.00015375018119812012,0.25247493386268616,0.2583039104938507,0.005828976631164551
MVTec AD 2,vial,1,4,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000391_003_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000391_003_shift_2.png,True,False,0.4937856495380401,584,987,651,1121,5035,0.8430290818214417,0.8470588326454163,0.8392156958580017,0.0,1.0,0.2340412586927414,3,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000391_003_shift_2_cand3.png,568,971,667,1137,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000391_003_shift_2.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000391_003_shift_2_cand3.png,open_clip:ViT-B-32/openai,0.2686084508895874,0.2684547007083893,-0.00015375018119812012,0.2721729278564453,0.27723947167396545,0.005066543817520142
MVTec AD 2,vial,1,5,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000397_004_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000397_004_shift_1.png,True,True,0.9561101198196412,594,920,796,1465,80235,0.830440878868103,1.0,0.7137255072593689,0.0,1.0,0.1524253487586975,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000397_004_shift_1_cand1.png,529,855,861,1530,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000397_004_shift_1.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000397_004_shift_1_cand1.png,open_clip:ViT-B-32/openai,0.2776506543159485,0.27947014570236206,0.0018194913864135742,0.24909839034080505,0.2538471519947052,0.0047487616539001465
MVTec AD 2,vial,1,6,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000398_004_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000398_004_shift_2.png,True,True,0.9710062146186828,593,883,793,1470,80432,0.829364001750946,1.0,0.7137255072593689,0.0,1.0,0.1675257682800293,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000398_004_shift_2_cand1.png,523,813,863,1540,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000398_004_shift_2.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000398_004_shift_2_cand1.png,open_clip:ViT-B-32/openai,0.27543914318084717,0.27656444907188416,0.0011253058910369873,0.25507882237434387,0.2629019618034363,0.007823139429092407
MVTec AD 2,vial,1,7,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000399_004_shift_3.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000399_004_shift_3.png,True,True,1.0,582,940,795,1457,80572,0.8331908583641052,1.0,0.7098039388656616,0.0,1.0,0.1475201696157455,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000399_004_shift_3_cand1.png,520,878,857,1519,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000399_004_shift_3.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000399_004_shift_3_cand1.png,open_clip:ViT-B-32/openai,0.27378642559051514,0.27523306012153625,0.0014466345310211182,0.24589002132415771,0.2502455711364746,0.0043555498123168945
MVTec AD 2,vial,2,0,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000400_004_shift_4.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000400_004_shift_4.png,True,True,1.0,586,955,796,1446,80323,0.8381106853485107,1.0,0.7254902124404907,0.0,1.0,0.1499332785606384,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000400_004_shift_4_cand1.png,528,897,854,1504,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000400_004_shift_4.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000400_004_shift_4_cand1.png,open_clip:ViT-B-32/openai,0.2750621736049652,0.27703461050987244,0.0019724369049072266,0.24863260984420776,0.2521314322948456,0.0034988224506378174
MVTec AD 2,vial,2,1,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000401_004_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000401_004_underexposed.png,True,True,0.9396244287490844,606,993,777,1428,50218,0.8876643180847168,1.0,0.8039215803146362,0.0,1.0,0.3602013289928436,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000401_004_underexposed_cand1.png,554,941,829,1480,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000401_004_underexposed.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000401_004_underexposed_cand1.png,open_clip:ViT-B-32/openai,0.27797946333885193,0.28065991401672363,0.002680450677871704,0.26086193323135376,0.26606371998786926,0.005201786756515503
MVTec AD 2,vial,2,1,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000401_004_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000401_004_underexposed.png,True,True,0.9396244287490844,935,1529,1190,1742,31069,0.8177563548088074,0.8549019694328308,0.8039215803146362,0.0,1.0,0.3602013289928436,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000401_004_underexposed_cand2.png,905,1499,1220,1772,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000401_004_underexposed.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000401_004_underexposed_cand2.png,open_clip:ViT-B-32/openai,0.27797946333885193,0.28065991401672363,0.002680450677871704,0.24693438410758972,0.24277547001838684,-0.004158914089202881
MVTec AD 2,vial,2,2,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000404_005_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000404_005_shift_1.png,True,True,1.0,642,491,839,1085,81721,0.9241061210632324,1.0,0.8470588326454163,0.0,1.0,0.1558908075094223,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000404_005_shift_1_cand1.png,571,420,910,1156,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000404_005_shift_1.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000404_005_shift_1_cand1.png,open_clip:ViT-B-32/openai,0.2922029495239258,0.289325475692749,-0.002877473831176758,0.2454354166984558,0.24699023365974426,0.0015548169612884521
MVTec AD 2,vial,2,3,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000406_005_shift_3.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000406_005_shift_3.png,True,True,1.0,640,474,847,1082,81144,0.9262136220932008,1.0,0.8470588326454163,0.0,1.0,0.1514646410942077,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000406_005_shift_3_cand1.png,568,402,919,1154,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000406_005_shift_3.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000406_005_shift_3_cand1.png,open_clip:ViT-B-32/openai,0.29186996817588806,0.2886059582233429,-0.003264009952545166,0.24691051244735718,0.2494376301765442,0.0025271177291870117
MVTec AD 2,vial,2,4,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000407_005_shift_4.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000407_005_shift_4.png,True,True,1.0,643,489,840,1079,80009,0.9254879951477052,1.0,0.8509804010391235,0.0,1.0,0.1561580896377563,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000407_005_shift_4_cand1.png,573,419,910,1149,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000407_005_shift_4.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000407_005_shift_4_cand1.png,open_clip:ViT-B-32/openai,0.2921237349510193,0.28913700580596924,-0.002986729145050049,0.24587853252887726,0.24854886531829834,0.0026703327894210815
MVTec AD 2,vial,2,5,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000411_006_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000411_006_shift_1.png,True,True,0.5873837471008301,632,1380,757,1645,24762,0.9287604093551636,1.0,0.8705882430076599,0.0,1.0,0.199025496840477,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000411_006_shift_1_cand1.png,601,1349,788,1676,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000411_006_shift_1.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000411_006_shift_1_cand1.png,open_clip:ViT-B-32/openai,0.2615898847579956,0.2597060799598694,-0.0018838047981262207,0.2441754937171936,0.24833041429519653,0.00415492057800293
MVTec AD 2,vial,2,5,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000411_006_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000411_006_shift_1.png,True,True,0.5873837471008301,562,763,800,1306,58642,0.915217399597168,0.9764705896377563,0.8705882430076599,0.0,1.0,0.199025496840477,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000411_006_shift_1_cand2.png,497,698,865,1371,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000411_006_shift_1.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000411_006_shift_1_cand2.png,open_clip:ViT-B-32/openai,0.2615898847579956,0.2597060799598694,-0.0018838047981262207,0.2345542013645172,0.23598621785640717,0.0014320164918899536
MVTec AD 2,vial,2,6,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000412_006_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000412_006_shift_2.png,True,True,0.5855671763420105,633,1366,756,1645,24717,0.9341498017311096,1.0,0.8823529481887817,0.0,1.0,0.2250164300203323,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000412_006_shift_2_cand1.png,600,1333,789,1678,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000412_006_shift_2.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000412_006_shift_2_cand1.png,open_clip:ViT-B-32/openai,0.2619039714336395,0.2603313624858856,-0.0015726089477539062,0.23680807650089264,0.24142231047153473,0.00461423397064209
MVTec AD 2,vial,2,6,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000412_006_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000412_006_shift_2.png,True,True,0.5855671763420105,564,774,797,1336,57623,0.9235841631889344,0.9843137264251708,0.8823529481887817,0.0,1.0,0.2250164300203323,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000412_006_shift_2_cand2.png,497,707,864,1403,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000412_006_shift_2.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000412_006_shift_2_cand2.png,open_clip:ViT-B-32/openai,0.2619039714336395,0.2603313624858856,-0.0015726089477539062,0.24148038029670715,0.24669981002807617,0.0052194297313690186
MVTec AD 2,vial,2,7,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000415_006_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000415_006_underexposed.png,True,True,0.749924898147583,888,1403,1207,1756,60487,0.933324694633484,1.0,0.8941176533699036,0.0,1.0,0.4114706814289093,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000415_006_underexposed_cand1.png,846,1361,1249,1798,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000415_006_underexposed.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000415_006_underexposed_cand1.png,open_clip:ViT-B-32/openai,0.272520512342453,0.27212148904800415,-0.00039902329444885254,0.25079309940338135,0.24572934210300446,-0.005063757300376892
MVTec AD 2,vial,2,7,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000415_006_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000415_006_underexposed.png,True,True,0.749924898147583,1155,943,1262,1071,10420,0.9060065150260924,0.9215686321258544,0.8941176533699036,0.0,1.0,0.4114706814289093,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000415_006_underexposed_cand2.png,1140,928,1277,1086,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000415_006_underexposed.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000415_006_underexposed_cand2.png,open_clip:ViT-B-32/openai,0.272520512342453,0.27212148904800415,-0.00039902329444885254,0.2300446331501007,0.22538453340530396,-0.004660099744796753
MVTec AD 2,vial,2,7,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000415_006_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000415_006_underexposed.png,True,True,0.749924898147583,1137,729,1280,839,9733,0.903333842754364,0.9215686321258544,0.8941176533699036,0.0,1.0,0.4114706814289093,3,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000415_006_underexposed_cand3.png,1120,712,1297,856,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000415_006_underexposed.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000415_006_underexposed_cand3.png,open_clip:ViT-B-32/openai,0.272520512342453,0.27212148904800415,-0.00039902329444885254,0.23195573687553406,0.22770102322101593,-0.0042547136545181274
MVTec AD 2,vial,3,0,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000416_007_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000416_007_overexposed.png,True,True,0.5993685126304626,609,681,855,1202,80700,0.9251387119293212,1.0,0.8509804010391235,0.0,1.0,0.3061867356300354,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000416_007_overexposed_cand1.png,547,619,917,1264,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000416_007_overexposed.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000416_007_overexposed_cand1.png,open_clip:ViT-B-32/openai,0.3070482015609741,0.31059059500694275,0.003542393445968628,0.2816985547542572,0.29471728205680847,0.01301872730255127
MVTec AD 2,vial,3,1,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000421_007_shift_4.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000421_007_shift_4.png,True,True,0.6726963520050049,614,684,852,1183,81105,0.9056289792060852,1.0,0.8235294222831726,0.0,1.0,0.161506786942482,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000421_007_shift_4_cand1.png,555,625,911,1242,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000421_007_shift_4.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000421_007_shift_4_cand1.png,open_clip:ViT-B-32/openai,0.3073393702507019,0.30875468254089355,0.0014153122901916504,0.2749694585800171,0.28551948070526123,0.01055002212524414
MVTec AD 2,vial,3,2,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000424_008_regular.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000424_008_regular.png,True,True,0.5578598976135254,559,588,865,949,80108,0.8982577323913574,1.0,0.800000011920929,0.0,1.0,0.1844787448644638,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000424_008_regular_cand1.png,516,545,908,992,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000424_008_regular.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000424_008_regular_cand1.png,open_clip:ViT-B-32/openai,0.3100469708442688,0.3091089427471161,-0.00093802809715271,0.2405157834291458,0.24431653320789337,0.0038007497787475586
MVTec AD 2,vial,3,3,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000426_008_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000426_008_shift_2.png,True,True,0.5401455163955688,557,588,863,957,80468,0.8969226479530334,1.0,0.7960784435272217,0.0,1.0,0.2154601067304611,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000426_008_shift_2_cand1.png,513,544,907,1001,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000426_008_shift_2.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000426_008_shift_2_cand1.png,open_clip:ViT-B-32/openai,0.30967193841934204,0.3087169826030731,-0.0009549558162689209,0.23494744300842285,0.23875363171100616,0.003806188702583313
MVTec AD 2,vial,3,4,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000429_008_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000429_008_underexposed.png,True,True,0.7723527550697327,886,1455,1209,1764,62721,0.9148910641670228,1.0,0.8705882430076599,0.0,1.0,0.3851324021816253,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000429_008_underexposed_cand1.png,848,1417,1247,1802,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000429_008_underexposed.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000429_008_underexposed_cand1.png,open_clip:ViT-B-32/openai,0.30837395787239075,0.3075512945652008,-0.0008226633071899414,0.2542509138584137,0.24965229630470276,-0.0045986175537109375
MVTec AD 2,vial,3,4,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000429_008_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000429_008_underexposed.png,True,True,0.7723527550697327,1019,1011,1072,1143,4885,0.8814056515693665,0.8941176533699036,0.8705882430076599,0.0,1.0,0.3851324021816253,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000429_008_underexposed_cand2.png,1004,996,1087,1158,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000429_008_underexposed.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000429_008_underexposed_cand2.png,open_clip:ViT-B-32/openai,0.30837395787239075,0.3075512945652008,-0.0008226633071899414,0.21930745244026184,0.21348851919174194,-0.0058189332485198975
MVTec AD 2,vial,3,4,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000429_008_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000429_008_underexposed.png,True,True,0.7723527550697327,1176,794,1300,1076,16558,0.8793737292289734,0.8901960849761963,0.8705882430076599,0.0,1.0,0.3851324021816253,3,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000429_008_underexposed_cand3.png,1143,761,1333,1109,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000429_008_underexposed.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000429_008_underexposed_cand3.png,open_clip:ViT-B-32/openai,0.30837395787239075,0.3075512945652008,-0.0008226633071899414,0.236319899559021,0.23326526582241058,-0.0030546337366104126
MVTec AD 2,vial,3,5,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000431_009_regular.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000431_009_regular.png,True,True,0.657276451587677,655,690,849,1275,81130,0.9046445488929749,1.0,0.843137264251709,0.0,1.0,0.1697895973920822,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000431_009_regular_cand1.png,585,620,919,1345,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000431_009_regular.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000431_009_regular_cand1.png,open_clip:ViT-B-32/openai,0.28581416606903076,0.2813710570335388,-0.004443109035491943,0.28174081444740295,0.28263288736343384,0.0008920729160308838
MVTec AD 2,vial,3,6,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000432_009_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000432_009_shift_1.png,True,True,0.6787903904914856,656,688,851,1277,81244,0.9033734202384948,1.0,0.8392156958580017,0.0,1.0,0.1692383885383606,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000432_009_shift_1_cand1.png,586,618,921,1347,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000432_009_shift_1.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000432_009_shift_1_cand1.png,open_clip:ViT-B-32/openai,0.2849452793598175,0.28231334686279297,-0.002631932497024536,0.2722027599811554,0.27298152446746826,0.0007787644863128662
MVTec AD 2,vial,3,7,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000438_010_regular.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000438_010_regular.png,True,True,0.9131321907043456,544,628,806,1059,80657,0.8036403656005859,1.0,0.6901960968971252,0.0,1.0,0.131539985537529,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000438_010_regular_cand1.png,493,577,857,1110,1400,1900,,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000438_010_regular.png,/root/private_data/iad-vlm-anomaly/results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000438_010_regular_cand1.png,open_clip:ViT-B-32/openai,0.29985958337783813,0.3013257086277008,0.001466125249862671,0.2698073387145996,0.27952632308006287,0.009718984365463257
