dataset,category,batch_idx,item_idx,image_path,mask_path,gt_label,pred_label,pred_score,x1,y1,x2,y2,area,mean_score,max_score,threshold,map_min,map_max,map_mean,candidate_rank,candidate_available,crop_path,crop_x1,crop_y1,crop_x2,crop_y2,image_width,image_height,error
MVTec AD 2,vial,3,4,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000429_008_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000429_008_underexposed.png,True,True,0.7723527550697327,1019,1011,1072,1143,4885,0.8814056515693665,0.8941176533699036,0.8705882430076599,0.0,1.0,0.38513240218162537,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000429_008_underexposed_cand2.png,1004,996,1087,1158,1400,1900,
MVTec AD 2,vial,3,4,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000429_008_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000429_008_underexposed.png,True,True,0.7723527550697327,1176,794,1300,1076,16558,0.8793737292289734,0.8901960849761963,0.8705882430076599,0.0,1.0,0.38513240218162537,3,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000429_008_underexposed_cand3.png,1143,761,1333,1109,1400,1900,
MVTec AD 2,vial,3,5,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000431_009_regular.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000431_009_regular.png,True,True,0.657276451587677,655,690,849,1275,81130,0.9046445488929749,1.0,0.843137264251709,0.0,1.0,0.16978959739208221,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000431_009_regular_cand1.png,585,620,919,1345,1400,1900,
MVTec AD 2,vial,3,6,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000432_009_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000432_009_shift_1.png,True,True,0.6787903904914856,656,688,851,1277,81244,0.9033734202384949,1.0,0.8392156958580017,0.0,1.0,0.1692383885383606,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000432_009_shift_1_cand1.png,586,618,921,1347,1400,1900,
MVTec AD 2,vial,3,7,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000438_010_regular.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000438_010_regular.png,True,True,0.9131321907043457,544,628,806,1059,80657,0.8036403656005859,1.0,0.6901960968971252,0.0,1.0,0.131539985537529,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000438_010_regular_cand1.png,493,577,857,1110,1400,1900,
MVTec AD 2,vial,4,0,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000439_010_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000439_010_shift_1.png,True,True,0.9382249116897583,541,532,792,1026,80244,0.8056392073631287,1.0,0.6941176652908325,0.0,1.0,0.13349129259586334,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000439_010_shift_1_cand1.png,482,473,851,1085,1400,1900,
MVTec AD 2,vial,4,1,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000440_010_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000440_010_shift_2.png,True,True,0.9357304573059082,546,632,806,1054,81472,0.7988731265068054,1.0,0.6823529601097107,0.0,1.0,0.1488078534603119,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000440_010_shift_2_cand1.png,496,582,856,1104,1400,1900,
MVTec AD 2,vial,4,2,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000442_010_shift_4.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000442_010_shift_4.png,True,True,1.0,545,544,788,1059,80105,0.7990787029266357,1.0,0.6980392336845398,0.0,1.0,0.13229069113731384,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000442_010_shift_4_cand1.png,484,483,849,1120,1400,1900,
MVTec AD 2,vial,4,3,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000443_010_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000443_010_underexposed.png,True,True,0.9752019643783569,557,662,751,878,30916,0.8759146332740784,1.0,0.7921568751335144,0.0,1.0,0.33160901069641113,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000443_010_underexposed_cand1.png,532,637,776,903,1400,1900,
MVTec AD 2,vial,4,3,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000443_010_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000443_010_underexposed.png,True,True,0.9752019643783569,923,1470,1194,1757,50948,0.8212344646453857,0.8745098114013672,0.7921568751335144,0.0,1.0,0.33160901069641113,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000443_010_underexposed_cand2.png,889,1436,1228,1791,1400,1900,
MVTec AD 2,vial,4,4,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000446_011_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000446_011_shift_1.png,True,True,0.5492384433746338,550,903,844,1215,60043,0.8915688991546631,1.0,0.8274509906768799,0.0,1.0,0.1921134889125824,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000446_011_shift_1_cand1.png,513,866,881,1252,1400,1900,
MVTec AD 2,vial,4,4,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000446_011_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000446_011_shift_1.png,True,True,0.5492384433746338,623,641,824,800,15271,0.8433085083961487,0.8784313797950745,0.8274509906768799,0.0,1.0,0.1921134889125824,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000446_011_shift_1_cand2.png,599,617,848,824,1400,1900,
MVTec AD 2,vial,4,4,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000446_011_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000446_011_shift_1.png,True,True,0.5492384433746338,609,1395,693,1566,7803,0.8390955328941345,0.8549019694328308,0.8274509906768799,0.0,1.0,0.1921134889125824,3,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000446_011_shift_1_cand3.png,589,1375,713,1586,1400,1900,
MVTec AD 2,vial,4,5,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000448_011_shift_3.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000448_011_shift_3.png,True,False,0.4519455134868622,552,918,802,1193,42789,0.9273232221603394,1.0,0.8941176533699036,0.0,1.0,0.2032230794429779,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000448_011_shift_3_cand1.png,519,885,835,1226,1400,1900,
MVTec AD 2,vial,4,5,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000448_011_shift_3.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000448_011_shift_3.png,True,False,0.4519455134868622,621,631,844,826,25375,0.9245634078979492,0.9647058844566345,0.8941176533699036,0.0,1.0,0.2032230794429779,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000448_011_shift_3_cand2.png,595,605,870,852,1400,1900,
MVTec AD 2,vial,4,5,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000448_011_shift_3.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000448_011_shift_3.png,True,False,0.4519455134868622,607,1388,696,1661,13222,0.9087540507316589,0.9254902005195618,0.8941176533699036,0.0,1.0,0.2032230794429779,3,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000448_011_shift_3_cand3.png,575,1356,728,1693,1400,1900,
MVTec AD 2,vial,4,6,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000449_011_shift_4.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000449_011_shift_4.png,True,True,0.5617029070854187,554,903,845,1219,61670,0.8878136873245239,1.0,0.8196078538894653,0.0,1.0,0.19198518991470337,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000449_011_shift_4_cand1.png,517,866,882,1256,1400,1900,
MVTec AD 2,vial,4,6,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000449_011_shift_4.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000449_011_shift_4.png,True,True,0.5617029070854187,625,643,824,796,13900,0.8350895643234253,0.8666666746139526,0.8196078538894653,0.0,1.0,0.19198518991470337,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000449_011_shift_4_cand2.png,602,620,847,819,1400,1900,
MVTec AD 2,vial,4,6,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000449_011_shift_4.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000449_011_shift_4.png,True,True,0.5617029070854187,614,1410,691,1559,5995,0.8278343081474304,0.8352941274642944,0.8196078538894653,0.0,1.0,0.19198518991470337,3,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000449_011_shift_4_cand3.png,597,1393,708,1576,1400,1900,
MVTec AD 2,vial,4,7,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000451_012_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000451_012_overexposed.png,True,True,0.9173431396484375,570,1032,810,1615,81304,0.8141034245491028,1.0,0.7058823704719543,0.0,1.0,0.26094895601272583,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000451_012_overexposed_cand1.png,501,963,879,1684,1400,1900,
MVTec AD 2,vial,5,0,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000452_012_regular.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000452_012_regular.png,True,True,0.9108120203018188,573,1022,809,1611,81287,0.8162997364997864,1.0,0.7098039388656616,0.0,1.0,0.15629842877388,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000452_012_regular_cand1.png,503,952,879,1681,1400,1900,
MVTec AD 2,vial,5,1,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000456_012_shift_4.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000456_012_shift_4.png,True,True,1.0,582,982,824,1564,81711,0.8549419045448303,1.0,0.7686274647712708,0.0,1.0,0.15882836282253265,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000456_012_shift_4_cand1.png,513,913,893,1633,1400,1900,
MVTec AD 2,vial,5,2,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000457_012_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000457_012_underexposed.png,True,True,0.9223615527153015,593,1249,762,1541,36905,0.8913721442222595,1.0,0.8117647171020508,0.0,1.0,0.3744283616542816,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000457_012_underexposed_cand1.png,558,1214,797,1576,1400,1900,
MVTec AD 2,vial,5,2,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000457_012_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000457_012_underexposed.png,True,True,0.9223615527153015,1066,1523,1189,1664,12696,0.8341565132141113,0.8666666746139526,0.8117647171020508,0.0,1.0,0.3744283616542816,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000457_012_underexposed_cand2.png,1050,1507,1205,1680,1400,1900,
MVTec AD 2,vial,5,2,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000457_012_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000457_012_underexposed.png,True,True,0.9223615527153015,995,668,1083,883,11410,0.8255084156990051,0.843137264251709,0.8117647171020508,0.0,1.0,0.3744283616542816,3,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000457_012_underexposed_cand3.png,970,643,1108,908,1400,1900,
MVTec AD 2,vial,5,3,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000459_013_regular.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000459_013_regular.png,True,True,0.837863564491272,622,980,832,1504,81208,0.8383159637451172,1.0,0.7450980544090271,0.0,1.0,0.17741331458091736,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000459_013_regular_cand1.png,560,918,894,1566,1400,1900,
MVTec AD 2,vial,5,4,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000460_013_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000460_013_shift_1.png,True,True,0.825670599937439,618,993,828,1504,79962,0.8368508219718933,1.0,0.7411764860153198,0.0,1.0,0.1793341487646103,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000460_013_shift_1_cand1.png,557,932,889,1565,1400,1900,
MVTec AD 2,vial,5,5,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000461_013_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000461_013_shift_2.png,True,True,0.8213341236114502,621,987,831,1499,80821,0.8431225419044495,1.0,0.7490196228027344,0.0,1.0,0.18089833855628967,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000461_013_shift_2_cand1.png,560,926,892,1560,1400,1900,
MVTec AD 2,vial,5,6,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000462_013_shift_3.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000462_013_shift_3.png,True,True,0.8227328062057495,623,985,829,1504,80186,0.8445895314216614,1.0,0.7529411911964417,0.0,1.0,0.17642875015735626,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000462_013_shift_3_cand1.png,561,923,891,1566,1400,1900,
MVTec AD 2,vial,5,7,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000463_013_shift_4.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000463_013_shift_4.png,True,True,0.8169747591018677,619,980,827,1512,80563,0.8388575911521912,1.0,0.7450980544090271,0.0,1.0,0.18001516163349152,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000463_013_shift_4_cand1.png,556,917,890,1575,1400,1900,
MVTec AD 2,vial,6,0,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000464_013_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000464_013_underexposed.png,True,True,0.8754674196243286,647,1128,807,1449,34913,0.8972722887992859,1.0,0.8352941274642944,0.0,1.0,0.37895524501800537,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000464_013_underexposed_cand1.png,609,1090,845,1487,1400,1900,
MVTec AD 2,vial,6,0,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000464_013_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000464_013_underexposed.png,True,True,0.8754674196243286,913,1512,1196,1752,45932,0.8677119612693787,0.9176470637321472,0.8352941274642944,0.0,1.0,0.37895524501800537,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000464_013_underexposed_cand2.png,880,1479,1229,1785,1400,1900,
MVTec AD 2,vial,6,1,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000465_014_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000465_014_overexposed.png,True,True,0.5365769267082214,551,677,862,1247,78542,0.9036513566970825,1.0,0.8509804010391235,0.0,1.0,0.3726736903190613,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000465_014_overexposed_cand1.png,483,609,930,1315,1400,1900,
MVTec AD 2,vial,6,2,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000466_014_regular.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000466_014_regular.png,True,True,0.5257679224014282,552,677,865,1230,82203,0.9039899706840515,1.0,0.8470588326454163,0.0,1.0,0.21968813240528107,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000466_014_regular_cand1.png,486,611,931,1296,1400,1900,
MVTec AD 2,vial,6,3,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000467_014_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000467_014_shift_1.png,True,True,0.545425295829773,568,691,879,1223,80830,0.9417973160743713,1.0,0.8784313797950745,0.0,1.0,0.22769971191883087,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000467_014_shift_1_cand1.png,505,628,942,1286,1400,1900,
MVTec AD 2,vial,6,4,datasets/MVTec_AD_2_anomalib/vial_folder/test/bad/000470_014_shift_4.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib/vial_folder/ground_truth/bad/000470_014_shift_4.png,True,True,0.5450637936592102,568,691,878,1210,80597,0.9480028748512268,1.0,0.886274516582489,0.0,1.0,0.23183909058570862,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/bad/000470_014_shift_4_cand1.png,506,629,940,1272,1400,1900,
MVTec AD 2,vial,6,5,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000337_000_shift_4.png,None,False,False,0.43972548842430115,619,941,866,1512,77318,0.9138875007629395,1.0,0.8784313797950745,0.0,1.0,0.2151687741279602,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/good/000337_000_shift_4_cand1.png,551,873,934,1580,1400,1900,
MVTec AD 2,vial,6,5,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000337_000_shift_4.png,None,False,False,0.43972548842430115,580,807,617,915,2834,0.8865000009536743,0.8980392217636108,0.8784313797950745,0.0,1.0,0.2151687741279602,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/good/000337_000_shift_4_cand2.png,568,795,629,927,1400,1900,
MVTec AD 2,vial,6,6,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000338_000_underexposed.png,None,False,True,0.708381175994873,923,1366,1201,1772,61800,0.9398981928825378,1.0,0.8823529481887817,0.0,1.0,0.39161062240600586,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/good/000338_000_underexposed_cand1.png,875,1318,1249,1820,1400,1900,
MVTec AD 2,vial,6,6,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000338_000_underexposed.png,None,False,True,0.708381175994873,1044,712,1112,852,7429,0.9001237750053406,0.9215686321258545,0.8823529481887817,0.0,1.0,0.39161062240600586,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/good/000338_000_underexposed_cand2.png,1028,696,1128,868,1400,1900,
MVTec AD 2,vial,6,6,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000338_000_underexposed.png,None,False,True,0.708381175994873,1176,757,1296,905,8768,0.8878452181816101,0.8980392217636108,0.8823529481887817,0.0,1.0,0.39161062240600586,3,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/good/000338_000_underexposed_cand3.png,1159,740,1313,922,1400,1900,
MVTec AD 2,vial,6,7,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000339_001_overexposed.png,None,False,False,0.35553455352783203,619,747,846,1165,75161,0.9299352169036865,1.0,0.8627451062202454,0.0,1.0,0.3603515923023224,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/good/000339_001_overexposed_cand1.png,569,697,896,1215,1400,1900,
MVTec AD 2,vial,6,7,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000339_001_overexposed.png,None,False,False,0.35553455352783203,170,1596,241,1707,4378,0.8679619431495667,0.8745098114013672,0.8627451062202454,0.0,1.0,0.3603515923023224,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/good/000339_001_overexposed_cand2.png,157,1583,254,1720,1400,1900,
MVTec AD 2,vial,7,0,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000340_001_regular.png,,False,False,0.31379541754722595,616,741,847,1174,78584,0.9399092197418213,1.0,0.8666666746139526,0.0,1.0,0.1827239841222763,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/good/000340_001_regular_cand1.png,565,690,898,1225,1400,1900,
MVTec AD 2,vial,7,0,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000340_001_regular.png,,False,False,0.31379541754722595,649,1542,683,1612,1837,0.8746997714042664,0.886274516582489,0.8666666746139526,0.0,1.0,0.1827239841222763,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/good/000340_001_regular_cand2.png,641,1534,691,1620,1400,1900,
MVTec AD 2,vial,7,1,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000342_001_shift_2.png,,False,False,0.31149011850357056,616,740,848,1174,78612,0.9347207546234131,1.0,0.8627451062202454,0.0,1.0,0.2268768548965454,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/good/000342_001_shift_2_cand1.png,564,688,900,1226,1400,1900,
MVTec AD 2,vial,7,2,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000344_001_shift_4.png,,False,True,0.5065314173698425,624,764,869,1207,79913,0.8483691811561584,1.0,0.7372549176216125,0.0,1.0,0.16456033289432526,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/good/000344_001_shift_4_cand1.png,571,711,922,1260,1400,1900,
MVTec AD 2,vial,7,3,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000346_002_overexposed.png,,False,True,0.5333778858184814,588,965,792,1612,81347,0.9028567671775818,1.0,0.8392156958580017,0.0,1.0,0.30914974212646484,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/good/000346_002_overexposed_cand1.png,511,888,869,1689,1400,1900,
MVTec AD 2,vial,7,4,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000347_002_regular.png,,False,False,0.4872967004776001,582,967,791,1603,79941,0.916238009929657,1.0,0.843137264251709,0.0,1.0,0.20605821907520294,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/good/000347_002_regular_cand1.png,506,891,867,1679,1400,1900,
MVTec AD 2,vial,7,5,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000350_002_shift_3.png,,False,False,0.47855985164642334,581,980,784,1596,80940,0.9217422604560852,1.0,0.8509804010391235,0.0,1.0,0.2067139744758606,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/good/000350_002_shift_3_cand1.png,508,907,857,1669,1400,1900,
MVTec AD 2,vial,7,6,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000351_002_shift_4.png,,False,True,0.5394501090049744,588,982,803,1497,79823,0.898112952709198,1.0,0.8196078538894653,0.0,1.0,0.19306625425815582,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/good/000351_002_shift_4_cand1.png,527,921,864,1558,1400,1900,
MVTec AD 2,vial,7,7,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000352_002_underexposed.png,,False,True,0.7277604341506958,846,1329,1198,1764,74043,0.9420448541641235,1.0,0.9019607901573181,0.0,1.0,0.4122968018054962,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/good/000352_002_underexposed_cand1.png,794,1277,1250,1816,1400,1900,
MVTec AD 2,vial,7,7,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000352_002_underexposed.png,,False,True,0.7277604341506958,999,727,1060,868,5865,0.909166693687439,0.9176470637321472,0.9019607901573181,0.0,1.0,0.4122968018054962,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/good/000352_002_underexposed_cand2.png,983,711,1076,884,1400,1900,
MVTec AD 2,vial,8,0,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000353_003_overexposed.png,,False,True,0.6488415598869324,539,696,788,1240,80440,0.8352048993110657,1.0,0.7450980544090271,0.0,1.0,0.2953089773654938,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/good/000353_003_overexposed_cand1.png,474,631,853,1305,1400,1900,
MVTec AD 2,vial,8,1,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000355_003_shift_1.png,,False,True,0.5985737442970276,549,687,820,1237,80471,0.8708747029304504,1.0,0.7843137383460999,0.0,1.0,0.17133700847625732,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/good/000355_003_shift_1_cand1.png,483,621,886,1303,1400,1900,
MVTec AD 2,vial,8,2,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000361_004_regular.png,,False,False,0.35658442974090576,656,1245,842,1559,37829,0.8650117516517639,1.0,0.7686274647712708,0.0,1.0,0.17777715623378754,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/good/000361_004_regular_cand1.png,619,1208,879,1596,1400,1900,
MVTec AD 2,vial,8,2,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000361_004_regular.png,,False,False,0.35658442974090576,551,720,715,1230,38023,0.8105912208557129,0.9019607901573181,0.7686274647712708,0.0,1.0,0.17777715623378754,2,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/good/000361_004_regular_cand2.png,490,659,776,1291,1400,1900,
MVTec AD 2,vial,8,2,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000361_004_regular.png,,False,False,0.35658442974090576,721,646,791,747,5451,0.7858900427818298,0.8078431487083435,0.7686274647712708,0.0,1.0,0.17777715623378754,3,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/good/000361_004_regular_cand3.png,709,634,803,759,1400,1900,
MVTec AD 2,vial,8,3,datasets/MVTec_AD_2_anomalib/vial_folder/test/good/000363_004_shift_2.png,,False,False,0.3552137613296509,658,1254,840,1558,35413,0.8746179342269897,1.0,0.7843137383460999,0.0,1.0,0.21677657961845398,1,True,results/stage10_dataset_expansion/stage10_d_patchcore_candidate_crops/good/000363_004_shift_2_cand1.png,622,1218,876,1594,1400,1900,
