dataset,category,source_split,source_image_path,source_mask_path,is_anomaly,anomaly_type,target_subset,target_label,target_image_path,target_mask_path,has_target_mask
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/149_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000149_149_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/150_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000150_150_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/151_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000151_151_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/152_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000152_152_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/153_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000153_153_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/154_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000154_154_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/155_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000155_155_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/156_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000156_156_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/157_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000157_157_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/158_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000158_158_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/159_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000159_159_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/160_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000160_160_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/161_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000161_161_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/162_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000162_162_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/163_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000163_163_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/164_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000164_164_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/165_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000165_165_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/166_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000166_166_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/167_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000167_167_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/168_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000168_168_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/169_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000169_169_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/170_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000170_170_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/171_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000171_171_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/172_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000172_172_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/173_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000173_173_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/174_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000174_174_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/175_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000175_175_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/176_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000176_176_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/177_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000177_177_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/178_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000178_178_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/179_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000179_179_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/180_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000180_180_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/181_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000181_181_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/182_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000182_182_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/183_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000183_183_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/184_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000184_184_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/185_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000185_185_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/186_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000186_186_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/187_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000187_187_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/188_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000188_188_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/189_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000189_189_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/190_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000190_190_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/191_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000191_191_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/192_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000192_192_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/193_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000193_193_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/194_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000194_194_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/195_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000195_195_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/196_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000196_196_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/197_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000197_197_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/198_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000198_198_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/199_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000199_199_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/200_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000200_200_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/201_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000201_201_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/202_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000202_202_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/203_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000203_203_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/204_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000204_204_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/205_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000205_205_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/206_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000206_206_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/207_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000207_207_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/208_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000208_208_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/209_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000209_209_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/210_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000210_210_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/211_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000211_211_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/212_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000212_212_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/213_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000213_213_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/214_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000214_214_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/215_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000215_215_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/216_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000216_216_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/217_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000217_217_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/218_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000218_218_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/219_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000219_219_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/220_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000220_220_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/221_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000221_221_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/222_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000222_222_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/223_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000223_223_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/224_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000224_224_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/225_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000225_225_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/226_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000226_226_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/227_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000227_227_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/228_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000228_228_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/229_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000229_229_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/230_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000230_230_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/231_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000231_231_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/232_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000232_232_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/233_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000233_233_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/234_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000234_234_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/235_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000235_235_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/236_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000236_236_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/237_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000237_237_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/238_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000238_238_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/239_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000239_239_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/240_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000240_240_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/241_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000241_241_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/242_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000242_242_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/243_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000243_243_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/244_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000244_244_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/245_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000245_245_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/246_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000246_246_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/247_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000247_247_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/248_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000248_248_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/249_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000249_249_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/250_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000250_250_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/251_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000251_251_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/252_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000252_252_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/253_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000253_253_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/254_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000254_254_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/255_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000255_255_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/256_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000256_256_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/257_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000257_257_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/258_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000258_258_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/259_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000259_259_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/260_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000260_260_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/261_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000261_261_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/262_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000262_262_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/263_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000263_263_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/264_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000264_264_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/265_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000265_265_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/266_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000266_266_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/267_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000267_267_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/268_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000268_268_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/269_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000269_269_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/270_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000270_270_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/271_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000271_271_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/272_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000272_272_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/273_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000273_273_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/274_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000274_274_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/275_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000275_275_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/276_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000276_276_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/277_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000277_277_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/278_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000278_278_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/279_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000279_279_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/280_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000280_280_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/281_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000281_281_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/282_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000282_282_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/283_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000283_283_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/284_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000284_284_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/285_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000285_285_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/286_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000286_286_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/287_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000287_287_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/288_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000288_288_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/289_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000289_289_regular.png,,False
MVTec AD 2,vial,train,datasets/MVTec_AD_2/vial/train/good/290_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000290_290_regular.png,,False
MVTec AD 2,vial,validation,datasets/MVTec_AD_2/vial/validation/good/000_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000291_000_regular.png,,False
MVTec AD 2,vial,validation,datasets/MVTec_AD_2/vial/validation/good/001_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000292_001_regular.png,,False
MVTec AD 2,vial,validation,datasets/MVTec_AD_2/vial/validation/good/002_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000293_002_regular.png,,False
MVTec AD 2,vial,validation,datasets/MVTec_AD_2/vial/validation/good/003_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000294_003_regular.png,,False
MVTec AD 2,vial,validation,datasets/MVTec_AD_2/vial/validation/good/004_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000295_004_regular.png,,False
MVTec AD 2,vial,validation,datasets/MVTec_AD_2/vial/validation/good/005_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000296_005_regular.png,,False
MVTec AD 2,vial,validation,datasets/MVTec_AD_2/vial/validation/good/006_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib/vial_folder/train/good/000297_006_regular.png,,False
