case_type,selection_metric,selection_order,backbone,dataset,strategy,eval_mode,category,image_key,is_anomaly_final,D,M,Q,K,agreement,mutual_anomaly_evidence,adaptive_gate,score_naive,score_quality,score_fixed_qc,score_adaptive,delta_quality_minus_naive,delta_fixed_minus_quality,delta_adaptive_minus_quality,delta_adaptive_minus_fixed,detector_vlm_disagreement,has_candidate,num_candidates,fallback
fixed_consistency_boundary_anomaly_suppression,delta_fixed_minus_quality,ascending,PatchCore,VisA,inspection_binary,crop_topk_ensemble,pcb4,datasets/VisA_anomalib_1cls/pcb4/test/anomaly/pcb4_test_anomaly_039.JPG,1,0.8509813279896002,0.0,0.1759052889403267,0.0634060537013283,0.14901867201039976,0.0,0.0,0.4254906639948001,0.46008318357110706,0.37926103419018514,0.4453688191632874,0.034592519576306935,-0.08082214938092191,-0.014714364407819647,0.06610778497310227,0.8509813279896002,True,1.0,0
fixed_consistency_boundary_anomaly_suppression,delta_fixed_minus_quality,ascending,PatchCore,VisA,inspection_binary,crop_topk_ensemble,macaroni2,datasets/VisA_anomalib_1cls/macaroni2/test/anomaly/macaroni2_test_anomaly_090.JPG,1,1.0,0.0980080398392095,0.3428507102369917,0.0538068078561667,0.09800803983920947,0.0980080398392095,0.00017720080402248666,0.5490040199196048,0.5789508759471296,0.5019763689603284,0.5604443805360391,0.029946856027524782,-0.0769745069868012,-0.018506495411090507,0.05846801157571069,0.9019919601607905,True,1.0,0
quality_helps_normal_suppression,delta_quality_minus_naive,ascending,PatchCore,VisA,inspection_binary,crop_topk_ensemble,pcb1,datasets/VisA_anomalib_1cls/pcb1/test/good/pcb1_test_normal_0490.JPG,0,0.232395374039841,0.8523607494372532,0.0,0.2061224430854879,0.38003462460258786,0.232395374039841,0.0,0.5423780617385471,0.35362006357155623,0.4758850074380954,0.34231059897230504,-0.18875799816699085,0.12226494386653919,-0.011309464599251196,-0.13357440846579038,0.6199653753974121,False,0.0,1
quality_helps_normal_suppression,delta_quality_minus_naive,ascending,PatchCore,VisA,inspection_binary,crop_topk_ensemble,pcb1,datasets/VisA_anomalib_1cls/pcb1/test/good/pcb1_test_normal_1000.JPG,0,0.0901909434424122,0.7840485280487178,0.0,0.1338208917174007,0.30614241539369436,0.0901909434424122,0.0,0.437119735745565,0.256035089446827,0.37792638972547327,0.24784658410292967,-0.181084646298738,0.12189130027864625,-0.00818850534389734,-0.1300798056225436,0.6938575846063056,False,0.0,1
quality_helps_normal_suppression,delta_quality_minus_naive,ascending,PatchCore,VisA,inspection_binary,crop_topk_ensemble,pcb1,datasets/VisA_anomalib_1cls/pcb1/test/good/pcb1_test_normal_0923.JPG,0,0.1132745566768815,0.775248819349424,0.0,0.1501718846569868,0.33802573732745744,0.1132745566768815,0.0,0.44426168801315274,0.26637330974244544,0.3857991997839808,0.2578541677958857,-0.1778883782707073,0.11942589004153537,-0.008519141946559727,-0.1279450319880951,0.6619742626725426,False,0.0,1
quality_helps_normal_suppression,delta_quality_minus_naive,ascending,PatchCore,VisA,inspection_binary,crop_topk_ensemble,pcb1,datasets/VisA_anomalib_1cls/pcb1/test/good/pcb1_test_normal_0208.JPG,0,0.1517582355228625,0.7707606920598429,0.0,0.1757387226035751,0.3809975434630196,0.1517582355228625,0.0,0.4612594637913527,0.28642565186952657,0.4031063652826254,0.27726519661306065,-0.17483381192182612,0.11668071341309882,-0.009160455256465916,-0.12584116866956474,0.6190024565369804,False,0.0,1
quality_helps_normal_suppression,delta_quality_minus_naive,ascending,PatchCore,VisA,inspection_binary,crop_topk_ensemble,pcb1,datasets/VisA_anomalib_1cls/pcb1/test/good/pcb1_test_normal_0952.JPG,0,0.0538881501891656,0.7417023436465471,0.0,0.1241860299978711,0.3121858065426185,0.0538881501891656,0.0,0.39779524691785634,0.22423215465326635,0.34319071137208457,0.21706076966608,-0.17356309226459,0.11895855671881822,-0.0071713849871863355,-0.12612994170600456,0.6878141934573815,False,0.0,1
quality_boundary_normal_boost,delta_quality_minus_naive,descending,PatchCore,VisA,inspection_binary,crop_topk_ensemble,macaroni2,datasets/VisA_anomalib_1cls/macaroni2/test/good/macaroni2_test_normal_0159.JPG,0,0.5916501286603526,0.0269754604907945,0.0,0.1346516949380129,0.43532533183044186,0.0269754604907945,0.0,0.30931279457557354,0.3240514590505907,0.26847709955229926,0.31368765653482433,0.01473866447501715,-0.055574359498291426,-0.010363802515766352,0.045210556982525074,0.5646746681695581,False,0.0,1
quality_boundary_normal_boost,delta_quality_minus_naive,descending,PatchCore,VisA,inspection_binary,crop_topk_ensemble,pcb2,datasets/VisA_anomalib_1cls/pcb2/test/good/pcb2_test_normal_0011.JPG,0,0.844451638543362,0.1111599205104074,0.0,0.1274347585715403,0.26670828196704544,0.1111599205104074,0.0,0.47780577952688474,0.48722400187800363,0.41211263273740323,0.4716416207611308,0.009418222351118888,-0.0751113691406004,-0.015582381116872823,0.05952898802372758,0.7332917180329546,False,0.0,1
quality_boundary_normal_boost,delta_quality_minus_naive,descending,PatchCore,VisA,inspection_binary,crop_topk_ensemble,pcb2,datasets/VisA_anomalib_1cls/pcb2/test/good/pcb2_test_normal_0024.JPG,0,1.0,0.1544503713000756,0.0,0.0891526442474034,0.15445037130007555,0.1544503713000756,0.0,0.5772251856500378,0.5852699222484181,0.49321982902753686,0.566551839909361,0.008044736598380342,-0.09205009322088126,-0.01871808233905714,0.07333201088182412,0.8455496286999244,False,0.0,1
quality_boundary_normal_boost,delta_quality_minus_naive,descending,PatchCore,VisA,inspection_binary,crop_topk_ensemble,macaroni2,datasets/VisA_anomalib_1cls/macaroni2/test/good/macaroni2_test_normal_0674.JPG,0,0.6285370464417752,0.0725025499490058,0.0,0.1556186986950694,0.44396550350723063,0.0725025499490058,0.0,0.35051979819539053,0.35705764511683913,0.30604024878627134,0.3456382399039226,0.006537846921448598,-0.05101739633056779,-0.011419405212916511,0.03959799111765128,0.5560344964927694,False,0.0,1
quality_boundary_normal_boost,delta_quality_minus_naive,descending,PatchCore,VisA,inspection_binary,crop_topk_ensemble,candle,datasets/VisA_anomalib_1cls/candle/test/good/candle_test_normal_0730.JPG,0,0.2795670689845094,0.0,0.0,0.1007046614619599,0.7204329310154907,0.0,0.0,0.1397835344922547,0.1439044892265206,0.1195434135695357,0.13930214084689782,0.004120954734265908,-0.024361075656984907,-0.004602348379622784,0.019758727277362123,0.2795670689845094,False,0.0,1
fixed_consistency_boundary_normal_boost,delta_fixed_minus_quality,descending,PatchCore,VisA,inspection_binary,crop_topk_ensemble,pcb1,datasets/VisA_anomalib_1cls/pcb1/test/good/pcb1_test_normal_0490.JPG,0,0.232395374039841,0.8523607494372532,0.0,0.2061224430854879,0.38003462460258786,0.232395374039841,0.0,0.5423780617385471,0.35362006357155623,0.4758850074380954,0.34231059897230504,-0.18875799816699085,0.12226494386653919,-0.011309464599251196,-0.13357440846579038,0.6199653753974121,False,0.0,1
fixed_consistency_boundary_normal_boost,delta_fixed_minus_quality,descending,PatchCore,VisA,inspection_binary,crop_topk_ensemble,pcb1,datasets/VisA_anomalib_1cls/pcb1/test/good/pcb1_test_normal_1000.JPG,0,0.0901909434424122,0.7840485280487178,0.0,0.1338208917174007,0.30614241539369436,0.0901909434424122,0.0,0.437119735745565,0.256035089446827,0.37792638972547327,0.24784658410292967,-0.181084646298738,0.12189130027864625,-0.00818850534389734,-0.1300798056225436,0.6938575846063056,False,0.0,1
fixed_consistency_boundary_normal_boost,delta_fixed_minus_quality,descending,PatchCore,VisA,inspection_binary,crop_topk_ensemble,pcb1,datasets/VisA_anomalib_1cls/pcb1/test/good/pcb1_test_normal_0923.JPG,0,0.1132745566768815,0.775248819349424,0.0,0.1501718846569868,0.33802573732745744,0.1132745566768815,0.0,0.44426168801315274,0.26637330974244544,0.3857991997839808,0.2578541677958857,-0.1778883782707073,0.11942589004153537,-0.008519141946559727,-0.1279450319880951,0.6619742626725426,False,0.0,1
fixed_consistency_boundary_normal_boost,delta_fixed_minus_quality,descending,PatchCore,VisA,inspection_binary,crop_topk_ensemble,pcb1,datasets/VisA_anomalib_1cls/pcb1/test/good/pcb1_test_normal_0952.JPG,0,0.0538881501891656,0.7417023436465471,0.0,0.1241860299978711,0.3121858065426185,0.0538881501891656,0.0,0.39779524691785634,0.22423215465326635,0.34319071137208457,0.21706076966608,-0.17356309226459,0.11895855671881822,-0.0071713849871863355,-0.12612994170600456,0.6878141934573815,False,0.0,1
fixed_consistency_boundary_normal_boost,delta_fixed_minus_quality,descending,PatchCore,VisA,inspection_binary,crop_topk_ensemble,pcb1,datasets/VisA_anomalib_1cls/pcb1/test/good/pcb1_test_normal_0187.JPG,0,0.0,0.7063242044401197,0.0,0.1037151613310758,0.2936757955598803,0.0,0.0,0.35316210222005984,0.18462657683976563,0.3027443037719839,0.17872185606752997,-0.1685355253802942,0.11811772693221828,-0.0059047207722356665,-0.12402244770445395,0.7063242044401197,False,0.0,1
adaptive_refinement_high_gate,adaptive_gate,descending,PatchCore,VisA,inspection_binary,crop_topk_ensemble,chewinggum,datasets/VisA_anomalib_1cls/chewinggum/test/anomaly/chewinggum_test_anomaly_002.JPG,1,1.0,0.9213820582200956,0.7945791817956023,0.8851634777149976,0.9213820582200956,0.9213820582200956,0.5970905130429659,0.9606910291100478,1.0,0.9922773107631648,1.0,0.03930897088995222,-0.007722689236835167,0.0,0.007722689236835167,0.07861794177990444,True,1.0,0
adaptive_refinement_high_gate,adaptive_gate,descending,PatchCore,VisA,inspection_binary,crop_topk_ensemble,candle,datasets/VisA_anomalib_1cls/candle/test/anomaly/candle_test_anomaly_076.JPG,1,0.7549823771696242,0.8136198052189377,0.8771196660290719,0.7383116923903782,0.9413625719506865,0.7549823771696242,0.460248451694796,0.7843010911942809,0.8295016653742103,0.834210605728184,0.8276248644550338,0.0452005741799294,0.004708940353973623,-0.0018768009191765245,-0.0065857412731501475,0.05863742804931349,True,1.0,0
adaptive_refinement_high_gate,adaptive_gate,descending,PatchCore,VisA,inspection_binary,crop_topk_ensemble,pcb3,datasets/VisA_anomalib_1cls/pcb3/test/anomaly/pcb3_test_anomaly_018.JPG,1,1.0,1.0,0.43735624136088,1.0,1.0,1.0,0.43735624136088,1.0,0.9402028772547237,1.0,0.9335594583219989,-0.059797122745276265,0.059797122745276265,-0.006643418932724798,-0.06644054167800106,0.0,True,1.0,0
adaptive_refinement_high_gate,adaptive_gate,descending,PatchCore,VisA,inspection_binary,crop_topk_ensemble,pcb1,datasets/VisA_anomalib_1cls/pcb1/test/anomaly/pcb1_test_anomaly_040.JPG,1,1.0,0.8679078209824755,0.6943309381538376,0.8105859033525121,0.8679078209824755,0.8679078209824755,0.42394817274926694,0.9339539104912378,0.9493789217947838,0.9506324387971887,0.9417238584071372,0.01542501130354601,0.001253517002404947,-0.0076550633876465435,-0.00890858039005149,0.13209217901752446,True,1.0,0
adaptive_refinement_high_gate,adaptive_gate,descending,PatchCore,VisA,inspection_binary,crop_topk_ensemble,candle,datasets/VisA_anomalib_1cls/candle/test/anomaly/candle_test_anomaly_074.JPG,1,0.980243569424928,1.0,0.4355420676082827,0.9705605124119256,0.980243569424928,0.980243569424928,0.40618205290909287,0.9901217847124639,0.9287692039338716,0.9881854853828272,0.9208216729677946,-0.06135258077859229,0.05941628144895561,-0.007947530966077032,-0.06736381241503264,0.019756430575072037,True,1.0,0
detector_vlm_disagreement_boundary,detector_vlm_disagreement,descending,PatchCore,VisA,inspection_binary,crop_topk_ensemble,pipe_fryum,datasets/VisA_anomalib_1cls/pipe_fryum/test/anomaly/pipe_fryum_test_anomaly_098.JPG,1,1.0,0.0,0.5511860559009366,0.0,0.0,0.0,0.0,0.5,0.5425391748360933,0.47653199381258177,0.5251877057776242,0.04253917483609326,-0.0660071810235115,-0.01735146905846907,0.048655711965042425,1.0,True,1.0,0
detector_vlm_disagreement_boundary,detector_vlm_disagreement,descending,PatchCore,VisA,inspection_binary,crop_topk_ensemble,pcb3,datasets/VisA_anomalib_1cls/pcb3/test/anomaly/pcb3_test_anomaly_013.JPG,1,1.0,0.0569924284486995,0.7427058871692339,0.0301202826745898,0.05699242844869945,0.0569924284486995,7.266248312446455e-05,0.5284962142243498,0.5700176603981438,0.5246998535380735,0.5517912673895181,0.04152144617379405,-0.045317806860070364,-0.01822639300862572,0.027091413851444646,0.9430075715513005,True,1.0,0
detector_vlm_disagreement_boundary,detector_vlm_disagreement,descending,PatchCore,VisA,inspection_binary,crop_topk_ensemble,candle,datasets/VisA_anomalib_1cls/candle/test/anomaly/candle_test_anomaly_064.JPG,1,1.0,0.0584436101405102,0.5003874608776584,0.0309296328533831,0.05844361014051025,0.0584436101405102,5.286341960276617e-05,0.5292218050702551,0.5667992417031648,0.49944823905915664,0.5486747195520899,0.03757743663290969,-0.06735100264400812,-0.01812452215107485,0.04922648049293327,0.9415563898594898,True,1.0,0
detector_vlm_disagreement_boundary,detector_vlm_disagreement,descending,PatchCore,VisA,inspection_binary,crop_topk_ensemble,macaroni2,datasets/VisA_anomalib_1cls/macaroni2/test/anomaly/macaroni2_test_anomaly_042.JPG,1,0.9882408996788528,0.05521089578209,0.554325398735771,0.0349399813379676,0.06696999610323728,0.05521089578209,7.161310659219836e-05,0.5217258977304714,0.5597746051206407,0.4992319413446125,0.5418757489426053,0.0380487073901693,-0.06054266377602818,-0.01789885617803544,0.042643807597992744,0.9330300038967627,True,1.0,0
detector_vlm_disagreement_boundary,detector_vlm_disagreement,descending,PatchCore,VisA,inspection_binary,crop_topk_ensemble,macaroni2,datasets/VisA_anomalib_1cls/macaroni2/test/anomaly/macaroni2_test_anomaly_090.JPG,1,1.0,0.0980080398392095,0.3428507102369917,0.0538068078561667,0.09800803983920947,0.0980080398392095,0.00017720080402248666,0.5490040199196048,0.5789508759471296,0.5019763689603284,0.5604443805360391,0.029946856027524782,-0.0769745069868012,-0.018506495411090507,0.05846801157571069,0.9019919601607905,True,1.0,0
