dataset,category,batch_idx,item_idx,candidate_rank,image_path,mask_path,gt_label,pred_label,pred_score,image_width,image_height,anomaly_map_height,anomaly_map_width,map_x1,map_y1,map_x2,map_y2,map_area,candidate_score_max,candidate_score_mean,candidate_score_sum,bbox_x1,bbox_y1,bbox_x2,bbox_y2,context_1p50_x1,context_1p50_y1,context_1p50_x2,context_1p50_y2,tight_crop_path,context_1p50_crop_path,tight_gt_mask_pixels,tight_candidate_mask_pixels,tight_candidate_covers_gt_ratio,tight_candidate_mask_density,context_gt_mask_pixels,context_candidate_mask_pixels,context_candidate_covers_gt_ratio,context_candidate_mask_density,gt_binary,patchcore_score,clip_backend,tight_normal_score,tight_anomaly_score,tight_vlm_margin,context_normal_score,context_anomaly_score,context_vlm_margin
MVTec AD 2,fabric,1,6,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000526_005_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000526_005_overexposed.png,True,True,0.7085372805595398,2448,2048,256,256,19,83,60,121,858,1.0,0.9019036293029784,773.8333129882812,181,664,574,968,0,208,1164,1424,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000526_005_overexposed_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000526_005_overexposed_cand00_context_1.50.png,309.0,0.0,0.0,0.0,309.0,237.0,0.7669902912621359,0.0001674409929462,1,0.7085372805595398,open_clip:ViT-B-32/openai,0.26489362120628357,0.2722414433956146,0.007347822189331055,0.2947438657283783,0.30151793360710144,0.0067740678787231445
MVTec AD 2,fabric,1,6,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000526_005_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000526_005_overexposed.png,True,True,0.7085372805595398,2448,2048,256,256,217,88,235,119,409,0.9273256063461304,0.8725489974021912,356.8725280761719,2075,704,2248,952,1815,332,2448,1324,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000526_005_overexposed_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000526_005_overexposed_cand01_context_1.50.png,309.0,0.0,0.0,0.0,309.0,0.0,0.0,0.0,1,0.7085372805595398,open_clip:ViT-B-32/openai,0.26216667890548706,0.26934880018234253,0.007182121276855469,0.28305524587631226,0.2943406105041504,0.011285364627838135
MVTec AD 2,fabric,1,7,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000532_006_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000532_006_overexposed.png,True,True,0.7276990413665771,2448,2048,256,256,232,230,250,249,263,1.0,0.8918555378913879,234.5580139160156,2218,1840,2391,1992,1958,1612,2448,2048,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000532_006_overexposed_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000532_006_overexposed_cand00_context_1.50.png,498.0,0.0,0.0,0.0,498.0,0.0,0.0,0.0,1,0.7276990413665771,open_clip:ViT-B-32/openai,0.2678194046020508,0.2768843173980713,0.009064912796020508,0.28995898365974426,0.29542893171310425,0.005469948053359985
MVTec AD 2,fabric,1,7,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000532_006_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000532_006_overexposed.png,True,True,0.7276990413665771,2448,2048,256,256,222,7,256,61,992,0.9721747040748596,0.871085524559021,864.1168212890625,2122,56,2448,488,1633,0,2448,1136,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000532_006_overexposed_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000532_006_overexposed_cand01_context_1.50.png,498.0,0.0,0.0,0.0,498.0,0.0,0.0,0.0,1,0.7276990413665771,open_clip:ViT-B-32/openai,0.27013298869132996,0.28012388944625854,0.009990900754928589,0.28433066606521606,0.28756028413772583,0.0032296180725097656
MVTec AD 2,fabric,1,7,2,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000532_006_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000532_006_overexposed.png,True,True,0.7276990413665771,2448,2048,256,256,238,140,246,149,51,0.831156849861145,0.8189892768859863,41.76845169067383,2275,1120,2353,1192,2158,1012,2448,1300,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000532_006_overexposed_cand02_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000532_006_overexposed_cand02_context_1.50.png,498.0,0.0,0.0,0.0,498.0,0.0,0.0,0.0,1,0.7276990413665771,open_clip:ViT-B-32/openai,0.28511014580726624,0.2923447787761688,0.007234632968902588,0.2724575698375702,0.2831125855445862,0.010655015707015991
MVTec AD 2,fabric,2,0,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000533_006_regular.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000533_006_regular.png,True,True,0.7215768694877625,2448,2048,256,256,233,230,250,249,241,1.0,0.8982563018798828,216.47976684570312,2228,1840,2391,1992,1984,1612,2448,2048,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000533_006_regular_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000533_006_regular_cand00_context_1.50.png,498.0,0.0,0.0,0.0,498.0,0.0,0.0,0.0,1,0.7215768694877625,open_clip:ViT-B-32/openai,0.2654975950717926,0.2759023606777191,0.010404765605926514,0.29034215211868286,0.2956262230873108,0.00528407096862793
MVTec AD 2,fabric,2,0,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000533_006_regular.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000533_006_regular.png,True,True,0.7215768694877625,2448,2048,256,256,223,7,256,62,1024,0.9926352500915528,0.8771324753761292,898.1836547851562,2132,56,2448,496,1658,0,2448,1156,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000533_006_regular_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000533_006_regular_cand01_context_1.50.png,498.0,0.0,0.0,0.0,498.0,0.0,0.0,0.0,1,0.7215768694877625,open_clip:ViT-B-32/openai,0.2708815038204193,0.28073951601982117,0.009858012199401855,0.28947025537490845,0.2939746081829071,0.004504352807998657
MVTec AD 2,fabric,2,0,2,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000533_006_regular.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000533_006_regular.png,True,True,0.7215768694877625,2448,2048,256,256,239,141,246,150,46,0.8415825366973877,0.8289912939071655,38.13359832763672,2285,1128,2353,1200,2183,1020,2448,1308,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000533_006_regular_cand02_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000533_006_regular_cand02_context_1.50.png,498.0,0.0,0.0,0.0,498.0,0.0,0.0,0.0,1,0.7215768694877625,open_clip:ViT-B-32/openai,0.2750612497329712,0.2824491560459137,0.007387906312942505,0.2650025486946106,0.27453529834747314,0.009532749652862549
MVTec AD 2,fabric,2,1,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000534_006_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000534_006_shift_1.png,True,True,0.733038604259491,2448,2048,256,256,222,8,256,62,1030,1.0,0.8814645409584045,907.908447265625,2122,64,2448,496,1633,0,2448,1144,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000534_006_shift_1_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000534_006_shift_1_cand00_context_1.50.png,498.0,0.0,0.0,0.0,498.0,0.0,0.0,0.0,1,0.733038604259491,open_clip:ViT-B-32/openai,0.27265745401382446,0.2827642261981964,0.010106772184371948,0.2837350070476532,0.28748369216918945,0.003748685121536255
MVTec AD 2,fabric,2,1,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000534_006_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000534_006_shift_1.png,True,True,0.733038604259491,2448,2048,256,256,233,230,249,248,227,0.99306982755661,0.8999541401863098,204.2895965576172,2228,1840,2382,1984,1997,1624,2448,2048,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000534_006_shift_1_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000534_006_shift_1_cand01_context_1.50.png,498.0,0.0,0.0,0.0,498.0,0.0,0.0,0.0,1,0.733038604259491,open_clip:ViT-B-32/openai,0.27243465185165405,0.282402366399765,0.009967714548110962,0.28987443447113037,0.29517072439193726,0.005296289920806885
MVTec AD 2,fabric,2,1,2,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000534_006_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000534_006_shift_1.png,True,True,0.733038604259491,2448,2048,256,256,238,141,246,150,54,0.8527789115905762,0.8382992148399353,45.268157958984375,2275,1128,2353,1200,2158,1020,2448,1308,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000534_006_shift_1_cand02_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000534_006_shift_1_cand02_context_1.50.png,498.0,0.0,0.0,0.0,498.0,0.0,0.0,0.0,1,0.733038604259491,open_clip:ViT-B-32/openai,0.2886454164981842,0.29656681418418884,0.007921397686004639,0.26968225836753845,0.28009676933288574,0.01041451096534729
MVTec AD 2,fabric,2,2,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000535_006_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000535_006_shift_2.png,True,True,0.7361628413200378,2448,2048,256,256,231,229,249,249,263,1.0,0.8953881859779358,235.48709106445312,2208,1832,2382,1992,1947,1592,2448,2048,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000535_006_shift_2_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000535_006_shift_2_cand00_context_1.50.png,498.0,0.0,0.0,0.0,498.0,0.0,0.0,0.0,1,0.7361628413200378,open_clip:ViT-B-32/openai,0.27993854880332947,0.2893752157688141,0.00943666696548462,0.2942715585231781,0.3004063665866852,0.00613480806350708
MVTec AD 2,fabric,2,2,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000535_006_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000535_006_shift_2.png,True,True,0.7361628413200378,2448,2048,256,256,223,9,256,61,1043,0.9812034964561462,0.8637340664863586,900.8746337890624,2132,72,2448,488,1658,0,2448,1112,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000535_006_shift_2_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000535_006_shift_2_cand01_context_1.50.png,498.0,0.0,0.0,0.0,498.0,0.0,0.0,0.0,1,0.7361628413200378,open_clip:ViT-B-32/openai,0.27622655034065247,0.28509536385536194,0.008868813514709473,0.29186058044433594,0.3017770051956177,0.009916424751281738
MVTec AD 2,fabric,2,3,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000538_007_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000538_007_overexposed.png,True,True,0.7086780071258545,2448,2048,256,256,18,198,50,226,604,1.0,0.8969588875770569,541.76318359375,172,1584,479,1808,0,1248,939,2048,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000538_007_overexposed_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000538_007_overexposed_cand00_context_1.50.png,134.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,1,0.7086780071258545,open_clip:ViT-B-32/openai,0.2622259557247162,0.2739267945289612,0.011700838804244995,0.29477930068969727,0.3021482825279236,0.007368981838226318
MVTec AD 2,fabric,2,3,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000538_007_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000538_007_overexposed.png,True,True,0.7086780071258545,2448,2048,256,256,200,185,221,202,270,0.9128676652908324,0.8735495209693909,235.85836791992188,1912,1480,2114,1616,1609,1276,2417,1820,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000538_007_overexposed_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000538_007_overexposed_cand01_context_1.50.png,134.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,1,0.7086780071258545,open_clip:ViT-B-32/openai,0.2928422689437866,0.30570340156555176,0.012861132621765137,0.2895354628562927,0.29934999346733093,0.009814530611038208
MVTec AD 2,fabric,2,3,2,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000538_007_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000538_007_overexposed.png,True,True,0.7086780071258545,2448,2048,256,256,200,19,214,30,127,0.8844465613365173,0.8589484691619873,109.08645629882812,1912,152,2047,240,1710,20,2249,372,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000538_007_overexposed_cand02_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000538_007_overexposed_cand02_context_1.50.png,134.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,1,0.7086780071258545,open_clip:ViT-B-32/openai,0.2831650972366333,0.29327571392059326,0.010110616683959961,0.27435582876205444,0.28616371750831604,0.011807888746261597
MVTec AD 2,fabric,2,4,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000539_007_regular.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000539_007_regular.png,True,True,0.6872316002845764,2448,2048,256,256,17,198,50,232,713,1.0,0.8939921259880066,637.4163818359375,162,1584,479,1856,0,1176,955,2048,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000539_007_regular_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000539_007_regular_cand00_context_1.50.png,134.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,1,0.6872316002845764,open_clip:ViT-B-32/openai,0.2563437521457672,0.2675383985042572,0.01119464635848999,0.2996613085269928,0.31150540709495544,0.011844098567962646
MVTec AD 2,fabric,2,4,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000539_007_regular.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000539_007_regular.png,True,True,0.6872316002845764,2448,2048,256,256,200,185,221,203,259,0.9106749892234802,0.870622456073761,225.4912109375,1912,1480,2114,1624,1609,1264,2417,1840,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000539_007_regular_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000539_007_regular_cand01_context_1.50.png,134.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,1,0.6872316002845764,open_clip:ViT-B-32/openai,0.2867487967014313,0.30089467763900757,0.014145880937576294,0.2835841774940491,0.29504260420799255,0.011458426713943481
MVTec AD 2,fabric,2,4,2,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000539_007_regular.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000539_007_regular.png,True,True,0.6872316002845764,2448,2048,256,256,200,20,213,30,98,0.8697333335876465,0.8494805097579956,83.24909210205078,1912,160,2037,240,1724,40,2225,360,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000539_007_regular_cand02_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000539_007_regular_cand02_context_1.50.png,134.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,1,0.6872316002845764,open_clip:ViT-B-32/openai,0.2765854299068451,0.2860609292984009,0.009475499391555786,0.2747056484222412,0.28633418679237366,0.011628538370132446
MVTec AD 2,fabric,2,5,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000541_007_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000541_007_shift_2.png,True,True,0.980246126651764,2448,2048,256,256,176,191,218,232,1167,1.0,0.8570289611816406,1000.15283203125,1683,1528,2085,1856,1080,1036,2448,2048,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000541_007_shift_2_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000541_007_shift_2_cand00_context_1.50.png,134.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,1,0.980246126651764,open_clip:ViT-B-32/openai,0.26954397559165955,0.275676965713501,0.006132990121841431,0.2982616126537323,0.3084278404712677,0.0101662278175354
MVTec AD 2,fabric,2,5,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000541_007_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000541_007_shift_2.png,True,True,0.980246126651764,2448,2048,256,256,98,56,116,71,144,0.8141030073165894,0.7843475341796875,112.946044921875,937,448,1110,568,677,268,1370,748,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000541_007_shift_2_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000541_007_shift_2_cand01_context_1.50.png,134.0,0.0,0.0,0.0,134.0,51.0,0.3805970149253731,0.0001533189033189,1,0.980246126651764,open_clip:ViT-B-32/openai,0.28606054186820984,0.29158198833465576,0.005521446466445923,0.26081186532974243,0.26783889532089233,0.007027029991149902
MVTec AD 2,fabric,2,6,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000542_007_shift_3.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000542_007_shift_3.png,True,True,0.9060608148574828,2448,2048,256,256,177,189,218,231,1147,1.0,0.8754691481590271,1004.1630859375,1692,1512,2085,1848,1102,1008,2448,2048,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000542_007_shift_3_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000542_007_shift_3_cand00_context_1.50.png,134.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,1,0.9060608148574828,open_clip:ViT-B-32/openai,0.2721194624900818,0.27881669998168945,0.006697237491607666,0.2953982651233673,0.30400460958480835,0.00860634446144104
MVTec AD 2,fabric,2,6,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000542_007_shift_3.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000542_007_shift_3.png,True,True,0.9060608148574828,2448,2048,256,256,99,56,116,70,115,0.8312938213348389,0.8059620261192322,92.68563079833984,946,448,1110,560,700,280,1356,728,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000542_007_shift_3_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000542_007_shift_3_cand01_context_1.50.png,134.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,1,0.9060608148574828,open_clip:ViT-B-32/openai,0.27424007654190063,0.2810262441635132,0.006786167621612549,0.26136404275894165,0.26821696758270264,0.006852924823760986
MVTec AD 2,fabric,2,6,2,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000542_007_shift_3.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000542_007_shift_3.png,True,True,0.9060608148574828,2448,2048,256,256,23,207,31,215,49,0.8012917637825012,0.7943423390388489,38.92277526855469,219,1656,297,1720,102,1560,414,1816,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000542_007_shift_3_cand02_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000542_007_shift_3_cand02_context_1.50.png,134.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,1,0.9060608148574828,open_clip:ViT-B-32/openai,0.2598179578781128,0.2692455053329468,0.009427547454833984,0.2632920742034912,0.2750341296195984,0.011742055416107178
MVTec AD 2,fabric,2,7,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000544_008_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000544_008_overexposed.png,True,True,0.6861073970794678,2448,2048,256,256,17,14,72,45,1020,1.0,0.9124719500541688,930.7213745117188,162,112,689,360,0,0,1479,732,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000544_008_overexposed_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000544_008_overexposed_cand00_context_1.50.png,345.0,0.0,0.0,0.0,345.0,0.0,0.0,0.0,1,0.6861073970794678,open_clip:ViT-B-32/openai,0.2709729075431824,0.2800602614879608,0.009087353944778442,0.2839146554470062,0.28975170850753784,0.005837053060531616
MVTec AD 2,fabric,2,7,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000544_008_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000544_008_overexposed.png,True,True,0.6861073970794678,2448,2048,256,256,149,14,169,34,291,0.9293110966682434,0.8824626207351685,256.796630859375,1424,112,1617,272,1134,0,1907,512,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000544_008_overexposed_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000544_008_overexposed_cand01_context_1.50.png,345.0,0.0,0.0,0.0,345.0,0.0,0.0,0.0,1,0.6861073970794678,open_clip:ViT-B-32/openai,0.28125378489494324,0.29201099276542664,0.010757207870483398,0.28731074929237366,0.2988058626651764,0.011495113372802734
MVTec AD 2,fabric,3,0,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000546_008_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000546_008_shift_1.png,True,True,0.7032421827316284,2448,2048,256,256,15,13,72,46,1132,1.0,0.8935301303863525,1011.47607421875,143,104,689,368,0,0,1508,764,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000546_008_shift_1_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000546_008_shift_1_cand00_context_1.50.png,345.0,0.0,0.0,0.0,345.0,0.0,0.0,0.0,1,0.7032421827316284,open_clip:ViT-B-32/openai,0.26748618483543396,0.2756601572036743,0.008173972368240356,0.29448628425598145,0.30314671993255615,0.008660435676574707
MVTec AD 2,fabric,3,0,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000546_008_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000546_008_shift_1.png,True,True,0.7032421827316284,2448,2048,256,256,151,17,166,33,179,0.8621900081634521,0.837209165096283,149.86044311523438,1443,136,1588,264,1225,0,1806,456,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000546_008_shift_1_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000546_008_shift_1_cand01_context_1.50.png,345.0,0.0,0.0,0.0,345.0,0.0,0.0,0.0,1,0.7032421827316284,open_clip:ViT-B-32/openai,0.2725112736225128,0.28510338068008423,0.012592107057571411,0.27910932898521423,0.2927902936935425,0.013680964708328247
MVTec AD 2,fabric,3,1,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/test/bad/000547_008_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/fabric_folder/ground_truth/bad/000547_008_shift_2.png,True,True,0.7221741676330566,2448,2048,256,256,18,14,79,47,1245,1.0,0.8957724571228027,1115.2366943359375,172,112,756,376,0,0,1632,772,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/tight/000547_008_shift_2_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_h_fabric_candidate_crops/fabric/context_1.50/000547_008_shift_2_cand00_context_1.50.png,345.0,0.0,0.0,0.0,345.0,0.0,0.0,0.0,1,0.7221741676330566,open_clip:ViT-B-32/openai,0.2795950174331665,0.28734883666038513,0.007753819227218628,0.28809109330177307,0.2954859435558319,0.007394850254058838
