stage,image_path,basename,stem,label,labeled_key,candidate_rows,gt_label,pred_score_first,source_image_path,source_stem,source_labeled_key,source_split
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000468_014_shift_2.png,000468_014_shift_2.png,014_shift_2,bad,bad:014_shift_2,1,True,0.5979623198509216,datasets/MVTec_AD_2/vial/test_public/bad/014_shift_2.png,014_shift_2,bad:014_shift_2,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/bad/000470_014_shift_4.png,000470_014_shift_4.png,014_shift_4,bad,bad:014_shift_4,1,True,0.6009054780006409,datasets/MVTec_AD_2/vial/test_public/bad/014_shift_4.png,014_shift_4,bad:014_shift_4,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/good/000332_000_overexposed.png,000332_000_overexposed.png,000_overexposed,good,good:000_overexposed,2,False,0.4476915597915649,datasets/MVTec_AD_2/vial/test_public/good/000_overexposed.png,000_overexposed,good:000_overexposed,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/good/000334_000_shift_1.png,000334_000_shift_1.png,000_shift_1,good,good:000_shift_1,2,False,0.438491016626358,datasets/MVTec_AD_2/vial/test_public/good/000_shift_1.png,000_shift_1,good:000_shift_1,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/good/000335_000_shift_2.png,000335_000_shift_2.png,000_shift_2,good,good:000_shift_2,2,False,0.4568784832954407,datasets/MVTec_AD_2/vial/test_public/good/000_shift_2.png,000_shift_2,good:000_shift_2,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/good/000337_000_shift_4.png,000337_000_shift_4.png,000_shift_4,good,good:000_shift_4,2,False,0.4412226974964142,datasets/MVTec_AD_2/vial/test_public/good/000_shift_4.png,000_shift_4,good:000_shift_4,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/good/000338_000_underexposed.png,000338_000_underexposed.png,000_underexposed,good,good:000_underexposed,2,False,0.7985492944717407,datasets/MVTec_AD_2/vial/test_public/good/000_underexposed.png,000_underexposed,good:000_underexposed,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/good/000340_001_regular.png,000340_001_regular.png,001_regular,good,good:001_regular,1,False,0.3753239512443542,datasets/MVTec_AD_2/vial/test_public/good/001_regular.png,001_regular,good:001_regular,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/good/000341_001_shift_1.png,000341_001_shift_1.png,001_shift_1,good,good:001_shift_1,1,False,0.5636477470397949,datasets/MVTec_AD_2/vial/test_public/good/001_shift_1.png,001_shift_1,good:001_shift_1,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/good/000342_001_shift_2.png,000342_001_shift_2.png,001_shift_2,good,good:001_shift_2,1,False,0.3680949211120605,datasets/MVTec_AD_2/vial/test_public/good/001_shift_2.png,001_shift_2,good:001_shift_2,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/good/000344_001_shift_4.png,000344_001_shift_4.png,001_shift_4,good,good:001_shift_4,1,False,0.5654625296592712,datasets/MVTec_AD_2/vial/test_public/good/001_shift_4.png,001_shift_4,good:001_shift_4,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/good/000352_002_underexposed.png,000352_002_underexposed.png,002_underexposed,good,good:002_underexposed,2,False,0.8082817792892456,datasets/MVTec_AD_2/vial/test_public/good/002_underexposed.png,002_underexposed,good:002_underexposed,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/good/000355_003_shift_1.png,000355_003_shift_1.png,003_shift_1,good,good:003_shift_1,1,False,0.692304253578186,datasets/MVTec_AD_2/vial/test_public/good/003_shift_1.png,003_shift_1,good:003_shift_1,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/good/000356_003_shift_2.png,000356_003_shift_2.png,003_shift_2,good,good:003_shift_2,1,False,0.6853682994842529,datasets/MVTec_AD_2/vial/test_public/good/003_shift_2.png,003_shift_2,good:003_shift_2,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/good/000357_003_shift_3.png,000357_003_shift_3.png,003_shift_3,good,good:003_shift_3,1,False,0.7374457120895386,datasets/MVTec_AD_2/vial/test_public/good/003_shift_3.png,003_shift_3,good:003_shift_3,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/good/000360_004_overexposed.png,000360_004_overexposed.png,004_overexposed,good,good:004_overexposed,3,False,0.4339416325092315,datasets/MVTec_AD_2/vial/test_public/good/004_overexposed.png,004_overexposed,good:004_overexposed,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/good/000361_004_regular.png,000361_004_regular.png,004_regular,good,good:004_regular,3,False,0.4128669500350952,datasets/MVTec_AD_2/vial/test_public/good/004_regular.png,004_regular,good:004_regular,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/good/000362_004_shift_1.png,000362_004_shift_1.png,004_shift_1,good,good:004_shift_1,3,False,0.4010511934757232,datasets/MVTec_AD_2/vial/test_public/good/004_shift_1.png,004_shift_1,good:004_shift_1,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/good/000363_004_shift_2.png,000363_004_shift_2.png,004_shift_2,good,good:004_shift_2,3,False,0.4152393341064453,datasets/MVTec_AD_2/vial/test_public/good/004_shift_2.png,004_shift_2,good:004_shift_2,test_public
stage11,datasets/MVTec_AD_2_anomalib_all/vial_folder/test/good/000366_004_underexposed.png,000366_004_underexposed.png,004_underexposed,good,good:004_underexposed,1,False,0.8754568696022034,datasets/MVTec_AD_2/vial/test_public/good/004_underexposed.png,004_underexposed,good:004_underexposed,test_public
