dataset,category,folder_root,source_split,source_image_path,source_mask_path,is_anomaly,anomaly_type,target_subset,target_label,target_image_path,target_mask_path,has_target_mask
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/212_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000212_212_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/213_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000213_213_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/214_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000214_214_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/215_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000215_215_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/216_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000216_216_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/217_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000217_217_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/218_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000218_218_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/219_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000219_219_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/220_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000220_220_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/221_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000221_221_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/222_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000222_222_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/223_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000223_223_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/224_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000224_224_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/225_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000225_225_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/226_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000226_226_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/227_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000227_227_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/228_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000228_228_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/229_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000229_229_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/230_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000230_230_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/231_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000231_231_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/232_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000232_232_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/233_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000233_233_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/234_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000234_234_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/235_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000235_235_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/236_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000236_236_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/237_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000237_237_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/238_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000238_238_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/239_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000239_239_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/240_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000240_240_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/241_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000241_241_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/242_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000242_242_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/243_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000243_243_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/244_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000244_244_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/245_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000245_245_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/246_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000246_246_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/247_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000247_247_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/248_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000248_248_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/249_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000249_249_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/250_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000250_250_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/251_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000251_251_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/252_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000252_252_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/253_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000253_253_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/254_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000254_254_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/255_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000255_255_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/256_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000256_256_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/257_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000257_257_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/258_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000258_258_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/259_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000259_259_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/260_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000260_260_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/261_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000261_261_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/262_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000262_262_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/263_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000263_263_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/264_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000264_264_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/265_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000265_265_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/266_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000266_266_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/267_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000267_267_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/268_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000268_268_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/269_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000269_269_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/270_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000270_270_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/271_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000271_271_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/272_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000272_272_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/273_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000273_273_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/274_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000274_274_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/275_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000275_275_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/276_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000276_276_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/277_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000277_277_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/278_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000278_278_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/279_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000279_279_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/280_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000280_280_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/281_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000281_281_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/282_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000282_282_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/283_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000283_283_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/284_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000284_284_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/285_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000285_285_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/286_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000286_286_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/287_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000287_287_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/288_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000288_288_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/289_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000289_289_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/290_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000290_290_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/291_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000291_291_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/292_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000292_292_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/293_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000293_293_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/294_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000294_294_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/295_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000295_295_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/296_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000296_296_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/297_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000297_297_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/298_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000298_298_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/299_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000299_299_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/300_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000300_300_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/301_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000301_301_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/302_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000302_302_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/303_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000303_303_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/304_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000304_304_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/305_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000305_305_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/306_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000306_306_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/307_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000307_307_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/308_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000308_308_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/309_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000309_309_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/310_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000310_310_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/311_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000311_311_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/312_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000312_312_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/313_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000313_313_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/314_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000314_314_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/315_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000315_315_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/316_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000316_316_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/317_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000317_317_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/318_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000318_318_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/319_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000319_319_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/320_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000320_320_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/321_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000321_321_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/322_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000322_322_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/323_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000323_323_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/324_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000324_324_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/325_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000325_325_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/326_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000326_326_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/327_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000327_327_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/328_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000328_328_regular.png,,False
MVTec AD 2,can,datasets/MVTec_AD_2_anomalib_all/can_folder,train,datasets/MVTec_AD_2/can/train/good/329_regular.png,,0,good,train,good,datasets/MVTec_AD_2_anomalib_all/can_folder/train/good/000329_329_regular.png,,False
