dataset,category,split,label,source_image_path,view_image_path,source_mask_path,view_mask_path,image_status,mask_status
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0449.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0449.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0762.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0762.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0936.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0936.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0808.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0808.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0966.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0966.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0540.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0540.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0729.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0729.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0509.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0509.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0839.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0839.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0842.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0842.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0867.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0867.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0561.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0561.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0988.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0988.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0418.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0418.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0930.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0930.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0116.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0116.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0336.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0336.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0372.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0372.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0456.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0456.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0915.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0915.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0472.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0472.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0242.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0242.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0466.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0466.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0895.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0895.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0452.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0452.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0023.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0023.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0365.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0365.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0579.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0579.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0513.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0513.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0799.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0799.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0587.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0587.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0156.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0156.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0927.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0927.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0870.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0870.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0387.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0387.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0307.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0307.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0197.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0197.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0503.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0503.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0195.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0195.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0590.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0590.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0218.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0218.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0359.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0359.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0285.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0285.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0943.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0943.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0403.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0403.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0925.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0925.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0722.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0722.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0568.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0568.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0390.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0390.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0627.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0627.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0511.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0511.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0008.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0008.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0834.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0834.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0720.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0720.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0049.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0049.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0558.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0558.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0034.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0034.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0120.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0120.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0095.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0095.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0353.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0353.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0726.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0726.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0468.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0468.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0493.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0493.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0129.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0129.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0852.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0852.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0669.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0669.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0206.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0206.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0142.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0142.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0102.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0102.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0717.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0717.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0015.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0015.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0838.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0838.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0068.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0068.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0710.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0710.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0703.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0703.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0807.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0807.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0351.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0351.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0259.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0259.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0564.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0564.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0901.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0901.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0308.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0308.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0012.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0012.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0063.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0063.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0788.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0788.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0331.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0331.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0239.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0239.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0233.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0233.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0938.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0938.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0071.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0071.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0645.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0645.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0767.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0767.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0461.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0461.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0628.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0628.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0830.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0830.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0702.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0702.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0293.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0293.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0256.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0256.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0081.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0081.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0079.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0079.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0408.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0408.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0524.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0524.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0765.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0765.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0819.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0819.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0002.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0002.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0497.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0497.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0835.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0835.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0388.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0388.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0055.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0055.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0663.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0663.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0559.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0559.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0139.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0139.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0200.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0200.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0085.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0085.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0276.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0276.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0212.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0212.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0860.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0860.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0806.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0806.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0625.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0625.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0914.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0914.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0322.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0322.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0334.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0334.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0131.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0131.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0040.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0040.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0265.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0265.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0133.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0133.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0183.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0183.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0603.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0603.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0884.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0884.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0437.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0437.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0630.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0630.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0798.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0798.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0415.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0415.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0431.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0431.JPG,,,linked,
VisA,candle,train,normal,/root/private_data/iad-vlm-anomaly/datasets/VisA/candle/Data/Images/Normal/0763.JPG,datasets/VisA_anomalib_1cls/candle/train/good/candle_train_normal_0763.JPG,,,linked,
